"","game_id","schedule_season","schedule_week","schedule_date","team_home_id","stadium","weather_temperature","weather_wind_mph","weather_humidity","weather_detail"
"83","19661030DENLAC",1966,"9",1966-10-30,"LAC","Balboa Stadium",NA,NA,NA,""
"84","19661030GBDET",1966,"8",1966-10-30,"DET","Tiger Stadium",37,9,59,""
"85","19661030INDLAR",1966,"8",1966-10-30,"LAR","Los Angeles Memorial Coliseum",64,9,76,""
"86","19661030LVRNE",1966,"9",1966-10-30,"NE","Fenway Park",41,23,36,""
"87","19661030PITDAL",1966,"8",1966-10-30,"DAL","Cotton Bowl",64,6,58,""
"88","19661030SFMIN",1966,"8",1966-10-30,"MIN","Metropolitan Stadium",39,13,62,""
"89","19661030TENKC",1966,"9",1966-10-30,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"90","19661030WASPHI",1966,"8",1966-10-30,"PHI","Franklin Field",43,13,42,""
"91","19661031CHIARI",1966,"8",1966-10-31,"ARI","Busch Memorial Stadium",53,12,59,""
"92","19661106ARINYG",1966,"9",1966-11-06,"NYG","Yankee Stadium",48,14,66,""
"93","19661106BUFMIA",1966,"10",1966-11-06,"MIA","Orange Bowl",NA,NA,NA,""
"94","19661106CLEPIT",1966,"9",1966-11-06,"PIT","Pitt Stadium",35,11,83,""
"95","19661106DALPHI",1966,"9",1966-11-06,"PHI","Franklin Field",46,14,62,""
"96","19661106DENNE",1966,"10",1966-11-06,"NE","Fenway Park",44,25,73,""
"97","19661106DETCHI",1966,"9",1966-11-06,"CHI","Wrigley Field",38,11,73,""
"98","19661106LACKC",1966,"10",1966-11-06,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"99","19661106LARSF",1966,"9",1966-11-06,"SF","Kezar Stadium",54,15,79,""
"100","19661106MINGB",1966,"9",1966-11-06,"GB","Lambeau Field",31,13,80,""
"101","19661106TENLVR",1966,"10",1966-11-06,"LVR","Oakland Coliseum",NA,NA,NA,""
"102","19661106WASIND",1966,"9",1966-11-06,"IND","Memorial Stadium (Baltimore)",47,15,52,""
"103","19661113ARIPIT",1966,"10",1966-11-13,"PIT","Pitt Stadium",39,9,64,""
"104","19661113DALWAS",1966,"10",1966-11-13,"WAS","RFK Memorial Stadium",40,8,71,""
"105","19661113DETMIN",1966,"10",1966-11-13,"MIN","Metropolitan Stadium",30,13,74,""
"106","19661113INDATL",1966,"10",1966-11-13,"ATL","Atlanta-Fulton County Stadium",58,12,80,""
"107","19661113LVRLAC",1966,"11",1966-11-13,"LAC","Balboa Stadium",NA,NA,NA,""
"108","19661113MIAKC",1966,"11",1966-11-13,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"109","19661113NYGLAR",1966,"10",1966-11-13,"LAR","Los Angeles Memorial Coliseum",62,9,77,""
"110","19661113NYJBUF",1966,"11",1966-11-13,"BUF","War Memorial Stadium",NA,NA,NA,""
"111","19661113PHICLE",1966,"10",1966-11-13,"CLE","Cleveland Municipal Stadium",38,8,78,""
"112","19661113SFCHI",1966,"10",1966-11-13,"CHI","Wrigley Field",34,7,70,""
"113","19661113TENNE",1966,"11",1966-11-13,"NE","Fenway Park",46,18,55,""
"114","19661120ATLNYG",1966,"11",1966-11-20,"NYG","Yankee Stadium",36,16,44,""
"115","19661120BUFTEN",1966,"12",1966-11-20,"TEN","Rice Stadium",NA,NA,NA,""
"116","19661120CHIGB",1966,"11",1966-11-20,"GB","Lambeau Field",32,8,76,""
"117","19661120DALPIT",1966,"11",1966-11-20,"PIT","Pitt Stadium",30,8,60,""
"118","19661120INDDET",1966,"11",1966-11-20,"DET","Tiger Stadium",32,7,77,""
"119","19661120LVRDEN",1966,"12",1966-11-20,"DEN","Mile High Stadium",NA,NA,NA,""
"120","19661120MIANYJ",1966,"12",1966-11-20,"NYJ","Shea Stadium",NA,NA,NA,""
"121","19661120MINLAR",1966,"11",1966-11-20,"LAR","Los Angeles Memorial Coliseum",63,8,79,""
"122","19661120NEKC",1966,"12",1966-11-20,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"123","19661120PHISF",1966,"11",1966-11-20,"SF","Kezar Stadium",58,20,79,""
"124","19661120WASCLE",1966,"11",1966-11-20,"CLE","Cleveland Municipal Stadium",32,8,69,""
"125","19661124BUFLVR",1966,"13",1966-11-24,"LVR","Oakland Coliseum",NA,NA,NA,""
"126","19661124CLEDAL",1966,"12",1966-11-24,"DAL","Cotton Bowl",71,15,68,""
"127","19661124SFDET",1966,"12",1966-11-24,"DET","Tiger Stadium",55,11,80,""
"128","19661127ATLCHI",1966,"12",1966-11-27,"CHI","Wrigley Field",49,11,90,""
"129","19661127GBMIN",1966,"12",1966-11-27,"MIN","Metropolitan Stadium",33,19,78,""
"130","19661127KCNYJ",1966,"13",1966-11-27,"NYJ","Shea Stadium",NA,NA,NA,""
"131","19661127LACDEN",1966,"13",1966-11-27,"DEN","Mile High Stadium",NA,NA,NA,""
"132","19661127LARIND",1966,"12",1966-11-27,"IND","Memorial Stadium (Baltimore)",44,8,70,""
"133","19661127NEMIA",1966,"13",1966-11-27,"MIA","Orange Bowl",NA,NA,NA,""
"134","19661127NYGWAS",1966,"12",1966-11-27,"WAS","RFK Memorial Stadium",42,5,83,""
"135","19661127PITARI",1966,"12",1966-11-27,"ARI","Busch Memorial Stadium",50,19,94,""
"136","19661203NYJLVR",1966,"14",1966-12-03,"LVR","Oakland Coliseum",NA,NA,NA,""
"137","19661204ARIDAL",1966,"13",1966-12-04,"DAL","Cotton Bowl",43,9,90,""
"138","19661204ATLMIN",1966,"13",1966-12-04,"MIN","Metropolitan Stadium",20,14,75,""
"139","19661204BUFNE",1966,"14",1966-12-04,"NE","Fenway Park",21,15,42,""
"140","19661204CHIIND",1966,"13",1966-12-04,"IND","Memorial Stadium (Baltimore)",21,10,40,""
"141","19661204DETLAR",1966,"13",1966-12-04,"LAR","Los Angeles Memorial Coliseum",57,8,86,""
"142","19661204LACTEN",1966,"14",1966-12-04,"TEN","Rice Stadium",NA,NA,NA,""
"143","19661204MIADEN",1966,"14",1966-12-04,"DEN","Mile High Stadium",NA,NA,NA,""
"144","19661204NYGCLE",1966,"13",1966-12-04,"CLE","Cleveland Municipal Stadium",18,8,78,""
"145","19661204PITPHI",1966,"13",1966-12-04,"PHI","Franklin Field",20,12,39,""
"146","19661204SFGB",1966,"13",1966-12-04,"GB","Lambeau Field",20,12,72,""
"147","19661210GBIND",1966,"14",1966-12-10,"IND","Memorial Stadium (Baltimore)",58,11,82,""
"148","19661211ARIATL",1966,"14",1966-12-11,"ATL","Atlanta-Fulton County Stadium",41,14,79,""
"149","19661211CHISF",1966,"14",1966-12-11,"SF","Kezar Stadium",52,6,71,""
"150","19661211CLEPHI",1966,"14",1966-12-11,"PHI","Franklin Field",53,15,74,""
"151","19661211DENLVR",1966,"15",1966-12-11,"LVR","Oakland Coliseum",NA,NA,NA,""
"152","19661211KCMIA",1966,"15",1966-12-11,"MIA","Orange Bowl",NA,NA,NA,""
"153","19661211MINDET",1966,"14",1966-12-11,"DET","Tiger Stadium",28,13,76,""
"154","19661211NETEN",1966,"15",1966-12-11,"TEN","Rice Stadium",NA,NA,NA,""
"155","19661211NYJLAC",1966,"15",1966-12-11,"LAC","Balboa Stadium",NA,NA,NA,""
"156","19661211PITNYG",1966,"14",1966-12-11,"NYG","Yankee Stadium",54,15,79,""
"157","19661211WASDAL",1966,"14",1966-12-11,"DAL","Cotton Bowl",30,8,57,""
"158","19661217CLEARI",1966,"15",1966-12-17,"ARI","Busch Memorial Stadium",39,8,79,""
"159","19661217NENYJ",1966,"16",1966-12-17,"NYJ","Shea Stadium",NA,NA,NA,""
"160","19661218DALNYG",1966,"15",1966-12-18,"NYG","Yankee Stadium",50,14,49,""
"161","19661218DENBUF",1966,"16",1966-12-18,"BUF","War Memorial Stadium",NA,NA,NA,""
"162","19661218GBLAR",1966,"15",1966-12-18,"LAR","Los Angeles Memorial Coliseum",58,8,61,""
"163","19661218INDSF",1966,"15",1966-12-18,"SF","Kezar Stadium",46,7,86,""
"164","19661218KCLAC",1966,"16",1966-12-18,"LAC","Balboa Stadium",NA,NA,NA,""
"165","19661218MINCHI",1966,"15",1966-12-18,"CHI","Wrigley Field",35,10,82,""
"166","19661218PHIWAS",1966,"15",1966-12-18,"WAS","RFK Memorial Stadium",44,8,66,""
"167","19661218PITATL",1966,"15",1966-12-18,"ATL","Atlanta-Fulton County Stadium",47,8,77,""
"168","19661218TENMIA",1966,"16",1966-12-18,"MIA","Orange Bowl",NA,NA,NA,""
"169","19670101GBDAL",1966,"Conference",1967-01-01,"DAL","Cotton Bowl",40,8,75,""
"170","19670101KCBUF",1966,"Conference",1967-01-01,"BUF","War Memorial Stadium",NA,NA,NA,""
"171","19670115KCGB",1966,"Superbowl",1967-01-15,"GB","Los Angeles Memorial Coliseum",54,7,90,""
"172","19670903NEDEN",1967,"1",1967-09-03,"DEN","Mile High Stadium",NA,NA,NA,""
"173","19670909KCTEN",1967,"2",1967-09-09,"TEN","Rice Stadium",NA,NA,NA,""
"174","19670909NELAC",1967,"2",1967-09-09,"LAC","Qualcomm Stadium",NA,NA,NA,""
"175","19670910DENLVR",1967,"2",1967-09-10,"LVR","Oakland Coliseum",NA,NA,NA,""
"176","19670910NYJBUF",1967,"2",1967-09-10,"BUF","War Memorial Stadium",NA,NA,NA,""
"177","19670917ATLIND",1967,"1",1967-09-17,"IND","Memorial Stadium (Baltimore)",70,12,80,""
"178","19670917CHIPIT",1967,"1",1967-09-17,"PIT","Pitt Stadium",71,5,71,""
"179","19670917DALCLE",1967,"1",1967-09-17,"CLE","Cleveland Municipal Stadium",68,7,71,""
"180","19670917DENMIA",1967,"3",1967-09-17,"MIA","Orange Bowl",NA,NA,NA,""
"181","19670917DETGB",1967,"1",1967-09-17,"GB","Lambeau Field",69,6,77,""
"182","19670917LARNO",1967,"1",1967-09-17,"NO","Tulane Stadium",75,7,66,""
"183","19670917NELVR",1967,"3",1967-09-17,"LVR","Oakland Coliseum",NA,NA,NA,""
"184","19670917NYGARI",1967,"1",1967-09-17,"ARI","Busch Memorial Stadium",72,5,90,""
"185","19670917SFMIN",1967,"1",1967-09-17,"MIN","Metropolitan Stadium",67,6,79,""
"186","19670917TENBUF",1967,"3",1967-09-17,"BUF","War Memorial Stadium",NA,NA,NA,""
"187","19670917WASPHI",1967,"1",1967-09-17,"PHI","Franklin Field",69,12,78,""
"188","19670922MINLAR",1967,"2",1967-09-22,"LAR","Los Angeles Memorial Coliseum",70,11,72,""
"189","19670924ARIPIT",1967,"2",1967-09-24,"PIT","Pitt Stadium",54,14,63,""
"190","19670924ATLSF",1967,"2",1967-09-24,"SF","Kezar Stadium",62,14,78,""
"191","19670924CHIGB",1967,"2",1967-09-24,"GB","Lambeau Field",49,9,60,""
"192","19670924CLEDET",1967,"2",1967-09-24,"DET","Tiger Stadium",55,14,57,""
"193","19670924INDPHI",1967,"2",1967-09-24,"PHI","Franklin Field",54,11,73,""
"194","19670924KCMIA",1967,"4",1967-09-24,"MIA","Orange Bowl",NA,NA,NA,""
"195","19670924NEBUF",1967,"4",1967-09-24,"BUF","War Memorial Stadium",NA,NA,NA,""
"196","19670924NYGDAL",1967,"2",1967-09-24,"DAL","Cotton Bowl",77,4,65,""
"197","19670924NYJDEN",1967,"4",1967-09-24,"DEN","Mile High Stadium",NA,NA,NA,""
"198","19670924TENLAC",1967,"4",1967-09-24,"LAC","Qualcomm Stadium",NA,NA,NA,""
"199","19670924WASNO",1967,"2",1967-09-24,"NO","Tulane Stadium",72,6,63,""
"200","19671001ATLGB",1967,"3",1967-10-01,"GB","Lambeau Field",53,8,81,""
"201","19671001CHIMIN",1967,"3",1967-10-01,"MIN","Metropolitan Stadium",65,15,56,""
"202","19671001CLENO",1967,"3",1967-10-01,"NO","Tulane Stadium",61,8,68,""
"203","19671001DENTEN",1967,"5",1967-10-01,"TEN","Rice Stadium",NA,NA,NA,""
"204","19671001DETARI",1967,"3",1967-10-01,"ARI","Busch Memorial Stadium",68,12,62,""
"205","19671001KCLVR",1967,"5",1967-10-01,"LVR","Oakland Coliseum",NA,NA,NA,""
"206","19671001LACBUF",1967,"5",1967-10-01,"BUF","War Memorial Stadium",NA,NA,NA,""
"207","19671001LARDAL",1967,"3",1967-10-01,"DAL","Cotton Bowl",71,12,57,""
"208","19671001MIANYJ",1967,"5",1967-10-01,"NYJ","Shea Stadium",NA,NA,NA,""
"209","19671001NYGWAS",1967,"3",1967-10-01,"WAS","RFK Memorial Stadium",56,9,66,""
"210","19671001PITPHI",1967,"3",1967-10-01,"PHI","Franklin Field",58,11,64,""
"211","19671001SFIND",1967,"3",1967-10-01,"IND","Memorial Stadium (Baltimore)",56,12,64,""
"212","19671007LVRNYJ",1967,"6",1967-10-07,"NYJ","Shea Stadium",NA,NA,NA,""
"213","19671007PITCLE",1967,"4",1967-10-07,"CLE","Cleveland Municipal Stadium",50,9,72,""
"214","19671008ARIMIN",1967,"4",1967-10-08,"MIN","Metropolitan Stadium",44,15,93,""
"215","19671008BUFDEN",1967,"6",1967-10-08,"DEN","Mile High Stadium",NA,NA,NA,""
"216","19671008DALWAS",1967,"4",1967-10-08,"WAS","RFK Memorial Stadium",57,7,86,""
"217","19671008GBDET",1967,"4",1967-10-08,"DET","Tiger Stadium",60,14,82,""
"218","19671008INDCHI",1967,"4",1967-10-08,"CHI","Wrigley Field",61,12,78,""
"219","19671008MIAKC",1967,"6",1967-10-08,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"220","19671008NELAC",1967,"6",1967-10-08,"LAC","Qualcomm Stadium",NA,NA,NA,""
"221","19671008NONYG",1967,"4",1967-10-08,"NYG","Yankee Stadium",55,10,60,""
"222","19671008PHIATL",1967,"4",1967-10-08,"ATL","Atlanta-Fulton County Stadium",61,12,88,""
"223","19671008SFLAR",1967,"4",1967-10-08,"LAR","Los Angeles Memorial Coliseum",72,9,33,""
"224","19671015ARICLE",1967,"5",1967-10-15,"CLE","Cleveland Municipal Stadium",59,13,76,""
"225","19671015DETCHI",1967,"5",1967-10-15,"CHI","Wrigley Field",58,8,79,""
"226","19671015KCLAC",1967,"7",1967-10-15,"LAC","Qualcomm Stadium",NA,NA,NA,""
"227","19671015LARIND",1967,"5",1967-10-15,"IND","Memorial Stadium (Baltimore)",55,7,87,""
"228","19671015LVRBUF",1967,"7",1967-10-15,"BUF","War Memorial Stadium",NA,NA,NA,""
"229","19671015MIANE",1967,"7",1967-10-15,"NE","Alumni Stadium",54,11,75,""
"230","19671015MINGB",1967,"5",1967-10-15,"GB","Lambeau Field",56,6,84,""
"231","19671015NODAL",1967,"5",1967-10-15,"DAL","Cotton Bowl",72,13,83,""
"232","19671015NYGPIT",1967,"5",1967-10-15,"PIT","Pitt Stadium",54,6,77,""
"233","19671015SFPHI",1967,"5",1967-10-15,"PHI","Franklin Field",58,6,70,""
"234","19671015TENNYJ",1967,"7",1967-10-15,"NYJ","Shea Stadium",NA,NA,NA,""
"235","19671015WASATL",1967,"5",1967-10-15,"ATL","Atlanta-Fulton County Stadium",67,6,64,""
"236","19671022ATLDET",1967,"6",1967-10-22,"DET","Tiger Stadium",40,8,68,""
"237","19671022CHICLE",1967,"6",1967-10-22,"CLE","Cleveland Municipal Stadium",44,4,70,""
"238","19671022DALPIT",1967,"6",1967-10-22,"PIT","Pitt Stadium",43,5,59,""
"239","19671022GBNYG",1967,"6",1967-10-22,"NYG","Yankee Stadium",54,10,46,""
"240","19671022INDMIN",1967,"6",1967-10-22,"MIN","Metropolitan Stadium",54,17,51,""
"241","19671022LACDEN",1967,"8",1967-10-22,"DEN","Mile High Stadium",NA,NA,NA,""
"242","19671022LVRNE",1967,"8",1967-10-22,"NE","Fenway Park",52,16,53,""
"243","19671022NOSF",1967,"6",1967-10-22,"SF","Kezar Stadium",61,11,87,""
"244","19671022NYJMIA",1967,"8",1967-10-22,"MIA","Orange Bowl",NA,NA,NA,""
"245","19671022PHIARI",1967,"6",1967-10-22,"ARI","Busch Memorial Stadium",59,12,39,""
"246","19671022TENKC",1967,"8",1967-10-22,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"247","19671022WASLAR",1967,"6",1967-10-22,"LAR","Los Angeles Memorial Coliseum",63,10,73,""
"248","19671029BUFTEN",1967,"9",1967-10-29,"TEN","Rice Stadium",NA,NA,NA,""
"249","19671029CLENYG",1967,"7",1967-10-29,"NYG","Yankee Stadium",46,12,47,""
"250","19671029DALPHI",1967,"7",1967-10-29,"PHI","Franklin Field",46,8,51,""
"251","19671029DENKC",1967,"9",1967-10-29,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"252","19671029DETSF",1967,"7",1967-10-29,"SF","Kezar Stadium",58,15,52,""
"253","19671029INDWAS",1967,"7",1967-10-29,"WAS","RFK Memorial Stadium",43,5,69,""
"254","19671029LACLVR",1967,"9",1967-10-29,"LVR","Oakland Coliseum",NA,NA,NA,""
"255","19671029LARCHI",1967,"7",1967-10-29,"CHI","Wrigley Field",42,13,70,""
"256","19671029MINATL",1967,"7",1967-10-29,"ATL","Atlanta-Fulton County Stadium",49,8,49,""
"257","19671029NENYJ",1967,"9",1967-10-29,"NYJ","Shea Stadium",NA,NA,NA,""
"258","19671029PITNO",1967,"7",1967-10-29,"NO","Tulane Stadium",66,12,75,""
"259","19671030GBARI",1967,"7",1967-10-30,"ARI","Busch Memorial Stadium",60,13,63,""
"260","19671105ARIWAS",1967,"8",1967-11-05,"WAS","RFK Memorial Stadium",38,12,58,""
"261","19671105ATLDAL",1967,"8",1967-11-05,"DAL","Cotton Bowl",46,6,56,""
"262","19671105CHIDET",1967,"8",1967-11-05,"DET","Tiger Stadium",32,15,72,""
"263","19671105CLEPIT",1967,"8",1967-11-05,"PIT","Pitt Stadium",31,17,65,""
"264","19671105GBIND",1967,"8",1967-11-05,"IND","Memorial Stadium (Baltimore)",39,15,51,""
"265","19671105LARSF",1967,"8",1967-11-05,"SF","Kezar Stadium",59,8,79,""
"266","19671105LVRDEN",1967,"10",1967-11-05,"DEN","Mile High Stadium",NA,NA,NA,""
"267","19671105MIABUF",1967,"10",1967-11-05,"BUF","War Memorial Stadium",NA,NA,NA,""
"268","19671105NYGMIN",1967,"8",1967-11-05,"MIN","Metropolitan Stadium",26,13,60,""
"269","19671105NYJKC",1967,"10",1967-11-05,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"270","19671105PHINO",1967,"8",1967-11-05,"NO","Tulane Stadium",50,12,61,""
"271","19671105TENNE",1967,"10",1967-11-05,"NE","Fenway Park",46,19,54,""
"272","19671112BUFNYJ",1967,"11",1967-11-12,"NYJ","Shea Stadium",NA,NA,NA,""
"273","19671112CLEGB",1967,"9",1967-11-12,"GB","Lambeau Field",49,15,64,""
"274","19671112DALNO",1967,"9",1967-11-12,"NO","Tulane Stadium",65,6,88,""
"275","19671112DETMIN",1967,"9",1967-11-12,"MIN","Metropolitan Stadium",42,18,56,""
"276","19671112INDATL",1967,"9",1967-11-12,"ATL","Atlanta-Fulton County Stadium",60,8,58,""
"277","19671112KCNE",1967,"11",1967-11-12,"NE","Fenway Park",50,14,85,""
"278","19671112MIALAC",1967,"11",1967-11-12,"LAC","Qualcomm Stadium",NA,NA,NA,""
"279","19671112NYGCHI",1967,"9",1967-11-12,"CHI","Wrigley Field",51,15,62,""
"280","19671112PHILAR",1967,"9",1967-11-12,"LAR","Los Angeles Memorial Coliseum",68,9,65,""
"281","19671112PITARI",1967,"9",1967-11-12,"ARI","Busch Memorial Stadium",55,13,62,""
"282","19671112SFWAS",1967,"9",1967-11-12,"WAS","RFK Memorial Stadium",60,12,52,""
"283","19671112TENDEN",1967,"11",1967-11-12,"DEN","Mile High Stadium",NA,NA,NA,""
"284","19671119ARICHI",1967,"10",1967-11-19,"CHI","Wrigley Field",33,10,67,""
"285","19671119DENBUF",1967,"12",1967-11-19,"BUF","War Memorial Stadium",NA,NA,NA,""
"286","19671119DETIND",1967,"10",1967-11-19,"IND","Memorial Stadium (Baltimore)",45,24,44,""
"287","19671119LACKC",1967,"12",1967-11-19,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"288","19671119LARATL",1967,"10",1967-11-19,"ATL","Atlanta-Fulton County Stadium",46,11,36,""
"289","19671119MIALVR",1967,"12",1967-11-19,"LVR","Oakland Coliseum",NA,NA,NA,""
"290","19671119MINCLE",1967,"10",1967-11-19,"CLE","Cleveland Municipal Stadium",43,0,NA,""
"291","19671119NOPHI",1967,"10",1967-11-19,"PHI","Franklin Field",44,18,53,""
"292","19671119NYJNE",1967,"12",1967-11-19,"NE","Fenway Park",41,22,70,""
"293","19671119PITNYG",1967,"10",1967-11-19,"NYG","Yankee Stadium",43,20,52,""
"294","19671119SFGB",1967,"10",1967-11-19,"GB","Lambeau Field",32,12,63,""
"295","19671119WASDAL",1967,"10",1967-11-19,"DAL","Cotton Bowl",55,8,50,""
"296","19671123ARIDAL",1967,"11",1967-11-23,"DAL","Cotton Bowl",57,12,55,""
"297","19671123DENLAC",1967,"13",1967-11-23,"LAC","Qualcomm Stadium",NA,NA,NA,""
"298","19671123LARDET",1967,"11",1967-11-23,"DET","Tiger Stadium",33,11,73,""
"299","19671123LVRKC",1967,"13",1967-11-23,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"300","19671126ATLNO",1967,"11",1967-11-26,"NO","Tulane Stadium",72,10,84,""
"301","19671126BUFMIA",1967,"13",1967-11-26,"MIA","Orange Bowl",NA,NA,NA,""
"302","19671126GBCHI",1967,"11",1967-11-26,"CHI","Wrigley Field",39,14,72,""
"303","19671126INDSF",1967,"11",1967-11-26,"SF","Kezar Stadium",55,12,43,""
"304","19671126MINPIT",1967,"11",1967-11-26,"PIT","Pitt Stadium",41,11,70,""
"305","19671126NETEN",1967,"13",1967-11-26,"TEN","Rice Stadium",NA,NA,NA,""
"306","19671126PHINYG",1967,"11",1967-11-26,"NYG","Yankee Stadium",48,14,56,""
"307","19671126WASCLE",1967,"11",1967-11-26,"CLE","Cleveland Municipal Stadium",46,15,59,""
"308","19671203ATLLAR",1967,"12",1967-12-03,"LAR","Los Angeles Memorial Coliseum",56,8,43,""
"309","19671203BUFKC",1967,"14",1967-12-03,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"310","19671203CHISF",1967,"12",1967-12-03,"SF","Kezar Stadium",53,13,82,""
"311","19671203DALIND",1967,"12",1967-12-03,"IND","Memorial Stadium (Baltimore)",37,12,90,""
"312","19671203DENNYJ",1967,"14",1967-12-03,"NYJ","Shea Stadium",NA,NA,NA,""
"313","19671203GBMIN",1967,"12",1967-12-03,"MIN","Metropolitan Stadium",25,8,79,""
"314","19671203LVRLAC",1967,"14",1967-12-03,"LAC","Qualcomm Stadium",NA,NA,NA,""
"315","19671203MIATEN",1967,"14",1967-12-03,"TEN","Rice Stadium",NA,NA,NA,""
"316","19671203NOARI",1967,"12",1967-12-03,"ARI","Busch Memorial Stadium",34,16,86,""
"317","19671203NYGCLE",1967,"12",1967-12-03,"CLE","Cleveland Municipal Stadium",39,15,73,""
"318","19671203PHIWAS",1967,"12",1967-12-03,"WAS","RFK Memorial Stadium",36,9,93,""
"319","19671203PITDET",1967,"12",1967-12-03,"DET","Tiger Stadium",34,12,76,""
"320","19671209BUFNE",1967,"15",1967-12-09,"NE","Fenway Park",41,16,81,""
"321","19671209GBLAR",1967,"13",1967-12-09,"LAR","Los Angeles Memorial Coliseum",55,7,53,""
"322","19671210CLEARI",1967,"13",1967-12-10,"ARI","Busch Memorial Stadium",43,10,10,""
"323","19671210DETNYG",1967,"13",1967-12-10,"NYG","Yankee Stadium",36,14,53,""
"324","19671210KCNYJ",1967,"15",1967-12-10,"NYJ","Shea Stadium",NA,NA,NA,""
"325","19671210LACMIA",1967,"15",1967-12-10,"MIA","Orange Bowl",NA,NA,NA,""
"326","19671210LVRTEN",1967,"15",1967-12-10,"TEN","Rice Stadium",NA,NA,NA,""
"327","19671210MINCHI",1967,"13",1967-12-10,"CHI","Wrigley Field",37,15,94,""
"328","19671210NOIND",1967,"13",1967-12-10,"IND","Memorial Stadium (Baltimore)",40,14,78,""
"329","19671210PHIDAL",1967,"13",1967-12-10,"DAL","Cotton Bowl",44,18,72,""
"330","19671210SFATL",1967,"13",1967-12-10,"ATL","Atlanta-Fulton County Stadium",61,13,87,""
"331","19671210WASPIT",1967,"13",1967-12-10,"PIT","Pitt Stadium",42,14,74,""
"332","19671216DALSF",1967,"14",1967-12-16,"SF","Kezar Stadium",44,9,76,""
"333","19671216LACTEN",1967,"16",1967-12-16,"TEN","Rice Stadium",NA,NA,NA,""
"334","19671217ARINYG",1967,"14",1967-12-17,"NYG","Yankee Stadium",38,15,52,""
"335","19671217CHIATL",1967,"14",1967-12-17,"ATL","Atlanta-Fulton County Stadium",46,7,68,""
"336","19671217CLEPHI",1967,"14",1967-12-17,"PHI","Franklin Field",37,12,58,""
"337","19671217INDLAR",1967,"14",1967-12-17,"LAR","Los Angeles Memorial Coliseum",52,14,46,""
"338","19671217KCDEN",1967,"16",1967-12-17,"DEN","Mile High Stadium",NA,NA,NA,""
"339","19671217MINDET",1967,"14",1967-12-17,"DET","Tiger Stadium",29,11,71,""
"340","19671217NEMIA",1967,"16",1967-12-17,"MIA","Orange Bowl",NA,NA,NA,""
"341","19671217NOWAS",1967,"14",1967-12-17,"WAS","RFK Memorial Stadium",36,6,50,""
"342","19671217NYJLVR",1967,"16",1967-12-17,"LVR","Oakland Coliseum",NA,NA,NA,""
"343","19671217PITGB",1967,"14",1967-12-17,"GB","Lambeau Field",30,11,76,""
"344","19671223LARGB",1967,"15",1967-12-23,"GB","Lambeau Field",13,15,60,""
"345","19671223TENMIA",1967,"17",1967-12-23,"MIA","Orange Bowl",NA,NA,NA,""
"346","19671224BUFLVR",1967,"17",1967-12-24,"LVR","Oakland Coliseum",NA,NA,NA,""
"347","19671224CLEDAL",1967,"15",1967-12-24,"DAL","Cotton Bowl",44,12,54,""
"348","19671224NYJLAC",1967,"17",1967-12-24,"LAC","Qualcomm Stadium",NA,NA,NA,""
"349","19671231DALGB",1967,"Conference",1967-12-31,"GB","Lambeau Field",-2,15,55,""
"350","19671231TENLVR",1967,"Conference",1967-12-31,"LVR","Oakland Coliseum",NA,NA,NA,""
"351","19680114LVRGB",1967,"Superbowl",1968-01-14,"GB","Orange Bowl",60,12,74,""
"352","19680906CINLAC",1968,"1",1968-09-06,"LAC","Qualcomm Stadium",NA,NA,NA,""
"353","19680908NEBUF",1968,"1",1968-09-08,"BUF","War Memorial Stadium",NA,NA,NA,""
"354","19680909KCTEN",1968,"1",1968-09-09,"TEN","Houston Astrodome",72,0,NA,"indoor"
"355","19680914ATLMIN",1968,"1",1968-09-14,"MIN","Metropolitan Stadium",73,13,58,""
"356","19680914TENMIA",1968,"2",1968-09-14,"MIA","Orange Bowl",NA,NA,NA,""
"357","19680915CLENO",1968,"1",1968-09-15,"NO","Tulane Stadium",78,9,81,""
"358","19680915DENCIN",1968,"2",1968-09-15,"CIN","Nippert Stadium",NA,NA,NA,""
"359","19680915DETDAL",1968,"1",1968-09-15,"DAL","Cotton Bowl",70,6,89,""
"360","19680915LVRBUF",1968,"2",1968-09-15,"BUF","War Memorial Stadium",NA,NA,NA,""
"361","19680915NYGPIT",1968,"1",1968-09-15,"PIT","Pitt Stadium",64,5,63,""
"362","19680915NYJKC",1968,"2",1968-09-15,"KC","Kansas City Municipal Stadium",NA,NA,NA,""
"363","19680915PHIGB",1968,"1",1968-09-15,"GB","Lambeau Field",67,11,66,""
"364","19680915SFIND",1968,"1",1968-09-15,"IND","Memorial Stadium (Baltimore)",67,6,56,""
"365","19680915WASCHI",1968,"1",1968-09-15,"CHI","Wrigley Field",71,8,61,""
