"","game_id","schedule_season","schedule_week","schedule_date","team_home_id","team_away_id","score_home","score_away","stadium_neutral","schedule_playoff"
"4446","19880110TENDEN",1987,"Division",1988-01-10,"DEN","TEN",34,10,FALSE,TRUE
"4447","19880110WASCHI",1987,"Division",1988-01-10,"CHI","WAS",17,21,FALSE,TRUE
"4448","19880117CLEDEN",1987,"Conference",1988-01-17,"DEN","CLE",38,33,FALSE,TRUE
"4449","19880117MINWAS",1987,"Conference",1988-01-17,"WAS","MIN",17,10,FALSE,TRUE
"4450","19880131WASDEN",1987,"Superbowl",1988-01-31,"DEN","WAS",10,42,TRUE,TRUE
"4451","19880904ARICIN",1988,"1",1988-09-04,"CIN","ARI",21,14,FALSE,FALSE
"4452","19880904ATLDET",1988,"1",1988-09-04,"DET","ATL",31,17,FALSE,FALSE
"4453","19880904CLEKC",1988,"1",1988-09-04,"KC","CLE",3,6,FALSE,FALSE
"4454","19880904DALPIT",1988,"1",1988-09-04,"PIT","DAL",24,21,FALSE,FALSE
"4455","19880904LACLVR",1988,"1",1988-09-04,"LVR","LAC",24,13,FALSE,FALSE
"4456","19880904LARGB",1988,"1",1988-09-04,"GB","LAR",7,34,FALSE,FALSE
"4457","19880904MIACHI",1988,"1",1988-09-04,"CHI","MIA",34,7,FALSE,FALSE
"4458","19880904MINBUF",1988,"1",1988-09-04,"BUF","MIN",13,10,FALSE,FALSE
"4459","19880904NYJNE",1988,"1",1988-09-04,"NE","NYJ",28,3,FALSE,FALSE
"4460","19880904PHITB",1988,"1",1988-09-04,"TB","PHI",14,41,FALSE,FALSE
"4461","19880904SEADEN",1988,"1",1988-09-04,"DEN","SEA",14,21,FALSE,FALSE
"4462","19880904SFNO",1988,"1",1988-09-04,"NO","SF",33,34,FALSE,FALSE
"4463","19880904TENIND",1988,"1",1988-09-04,"IND","TEN",14,17,FALSE,FALSE
"4464","19880905WASNYG",1988,"1",1988-09-05,"NYG","WAS",27,20,FALSE,FALSE
"4465","19880911CHIIND",1988,"2",1988-09-11,"IND","CHI",13,17,FALSE,FALSE
"4466","19880911CINPHI",1988,"2",1988-09-11,"PHI","CIN",24,28,FALSE,FALSE
"4467","19880911DETLAR",1988,"2",1988-09-11,"LAR","DET",17,10,FALSE,FALSE
"4468","19880911KCSEA",1988,"2",1988-09-11,"SEA","KC",31,10,FALSE,FALSE
"4469","19880911LACDEN",1988,"2",1988-09-11,"DEN","LAC",34,3,FALSE,FALSE
"4470","19880911LVRTEN",1988,"2",1988-09-11,"TEN","LVR",38,35,FALSE,FALSE
"4471","19880911MIABUF",1988,"2",1988-09-11,"BUF","MIA",9,6,FALSE,FALSE
"4472","19880911NEMIN",1988,"2",1988-09-11,"MIN","NE",36,6,FALSE,FALSE
"4473","19880911NOATL",1988,"2",1988-09-11,"ATL","NO",21,29,FALSE,FALSE
"4474","19880911NYJCLE",1988,"2",1988-09-11,"CLE","NYJ",3,23,FALSE,FALSE
"4475","19880911PITWAS",1988,"2",1988-09-11,"WAS","PIT",30,29,FALSE,FALSE
"4476","19880911SFNYG",1988,"2",1988-09-11,"NYG","SF",17,20,FALSE,FALSE
"4477","19880911TBGB",1988,"2",1988-09-11,"GB","TB",10,13,FALSE,FALSE
"4478","19880912DALARI",1988,"2",1988-09-12,"ARI","DAL",14,17,FALSE,FALSE
"4479","19880918ARITB",1988,"3",1988-09-18,"TB","ARI",24,30,FALSE,FALSE
"4480","19880918ATLSF",1988,"3",1988-09-18,"SF","ATL",17,34,FALSE,FALSE
"4481","19880918BUFNE",1988,"3",1988-09-18,"NE","BUF",14,16,FALSE,FALSE
"4482","19880918CINPIT",1988,"3",1988-09-18,"PIT","CIN",12,17,FALSE,FALSE
"4483","19880918DENKC",1988,"3",1988-09-18,"KC","DEN",20,13,FALSE,FALSE
"4484","19880918GBMIA",1988,"3",1988-09-18,"MIA","GB",24,17,FALSE,FALSE
"4485","19880918LARLVR",1988,"3",1988-09-18,"LVR","LAR",17,22,FALSE,FALSE
"4486","19880918MINCHI",1988,"3",1988-09-18,"CHI","MIN",7,31,FALSE,FALSE
"4487","19880918NODET",1988,"3",1988-09-18,"DET","NO",14,22,FALSE,FALSE
"4488","19880918NYGDAL",1988,"3",1988-09-18,"DAL","NYG",10,12,FALSE,FALSE
"4489","19880918PHIWAS",1988,"3",1988-09-18,"WAS","PHI",17,10,FALSE,FALSE
"4490","19880918SEALAC",1988,"3",1988-09-18,"LAC","SEA",17,6,FALSE,FALSE
"4491","19880918TENNYJ",1988,"3",1988-09-18,"NYJ","TEN",45,3,FALSE,FALSE
"4492","19880919INDCLE",1988,"3",1988-09-19,"CLE","IND",23,17,FALSE,FALSE
"4493","19880925ATLDAL",1988,"4",1988-09-25,"DAL","ATL",26,20,FALSE,FALSE
"4494","19880925CHIGB",1988,"4",1988-09-25,"GB","CHI",6,24,FALSE,FALSE
"4495","19880925CLECIN",1988,"4",1988-09-25,"CIN","CLE",24,17,FALSE,FALSE
"4496","19880925LACKC",1988,"4",1988-09-25,"KC","LAC",23,24,FALSE,FALSE
"4497","19880925LARNYG",1988,"4",1988-09-25,"NYG","LAR",31,45,FALSE,FALSE
"4498","19880925MIAIND",1988,"4",1988-09-25,"IND","MIA",15,13,FALSE,FALSE
"4499","19880925NETEN",1988,"4",1988-09-25,"TEN","NE",31,6,FALSE,FALSE
"4500","19880925NYJDET",1988,"4",1988-09-25,"DET","NYJ",10,17,FALSE,FALSE
"4501","19880925PHIMIN",1988,"4",1988-09-25,"MIN","PHI",23,21,FALSE,FALSE
"4502","19880925PITBUF",1988,"4",1988-09-25,"BUF","PIT",36,28,FALSE,FALSE
"4503","19880925SFSEA",1988,"4",1988-09-25,"SEA","SF",7,38,FALSE,FALSE
"4504","19880925TBNO",1988,"4",1988-09-25,"NO","TB",13,9,FALSE,FALSE
"4505","19880925WASARI",1988,"4",1988-09-25,"ARI","WAS",30,21,FALSE,FALSE
"4506","19880926LVRDEN",1988,"4",1988-09-26,"DEN","LVR",27,30,FALSE,FALSE
"4507","19881002ARILAR",1988,"5",1988-10-02,"LAR","ARI",27,41,FALSE,FALSE
"4508","19881002BUFCHI",1988,"5",1988-10-02,"CHI","BUF",24,3,FALSE,FALSE
"4509","19881002CINLVR",1988,"5",1988-10-02,"LVR","CIN",21,45,FALSE,FALSE
"4510","19881002CLEPIT",1988,"5",1988-10-02,"PIT","CLE",9,23,FALSE,FALSE
"4511","19881002DENLAC",1988,"5",1988-10-02,"LAC","DEN",0,12,FALSE,FALSE
"4512","19881002DETSF",1988,"5",1988-10-02,"SF","DET",20,13,FALSE,FALSE
"4513","19881002GBTB",1988,"5",1988-10-02,"TB","GB",27,24,FALSE,FALSE
"4514","19881002INDNE",1988,"5",1988-10-02,"NE","IND",21,17,FALSE,FALSE
"4515","19881002KCNYJ",1988,"5",1988-10-02,"NYJ","KC",17,17,FALSE,FALSE
"4516","19881002MINMIA",1988,"5",1988-10-02,"MIA","MIN",24,7,FALSE,FALSE
"4517","19881002NYGWAS",1988,"5",1988-10-02,"WAS","NYG",23,24,FALSE,FALSE
"4518","19881002SEAATL",1988,"5",1988-10-02,"ATL","SEA",20,31,FALSE,FALSE
"4519","19881002TENPHI",1988,"5",1988-10-02,"PHI","TEN",32,23,FALSE,FALSE
"4520","19881003DALNO",1988,"5",1988-10-03,"NO","DAL",20,17,FALSE,FALSE
"4521","19881009CHIDET",1988,"6",1988-10-09,"DET","CHI",7,24,FALSE,FALSE
"4522","19881009DENSF",1988,"6",1988-10-09,"SF","DEN",13,16,FALSE,FALSE
"4523","19881009INDBUF",1988,"6",1988-10-09,"BUF","IND",34,23,FALSE,FALSE
"4524","19881009KCTEN",1988,"6",1988-10-09,"TEN","KC",7,6,FALSE,FALSE
"4525","19881009LARATL",1988,"6",1988-10-09,"ATL","LAR",0,33,FALSE,FALSE
"4526","19881009MIALVR",1988,"6",1988-10-09,"LVR","MIA",14,24,FALSE,FALSE
"4527","19881009NEGB",1988,"6",1988-10-09,"GB","NE",45,3,FALSE,FALSE
"4528","19881009NOLAC",1988,"6",1988-10-09,"LAC","NO",17,23,FALSE,FALSE
"4529","19881009NYJCIN",1988,"6",1988-10-09,"CIN","NYJ",36,19,FALSE,FALSE
"4530","19881009PITARI",1988,"6",1988-10-09,"ARI","PIT",31,14,FALSE,FALSE
"4531","19881009SEACLE",1988,"6",1988-10-09,"CLE","SEA",10,16,FALSE,FALSE
"4532","19881009TBMIN",1988,"6",1988-10-09,"MIN","TB",14,13,FALSE,FALSE
"4533","19881009WASDAL",1988,"6",1988-10-09,"DAL","WAS",17,35,FALSE,FALSE
"4534","19881010NYGPHI",1988,"6",1988-10-10,"PHI","NYG",24,13,FALSE,FALSE
"4535","19881016ARIWAS",1988,"7",1988-10-16,"WAS","ARI",33,17,FALSE,FALSE
"4536","19881016ATLDEN",1988,"7",1988-10-16,"DEN","ATL",30,14,FALSE,FALSE
"4537","19881016CINNE",1988,"7",1988-10-16,"NE","CIN",27,21,FALSE,FALSE
"4538","19881016DALCHI",1988,"7",1988-10-16,"CHI","DAL",17,7,FALSE,FALSE
"4539","19881016DETNYG",1988,"7",1988-10-16,"NYG","DET",30,10,FALSE,FALSE
"4540","19881016GBMIN",1988,"7",1988-10-16,"MIN","GB",14,34,FALSE,FALSE
"4541","19881016LACMIA",1988,"7",1988-10-16,"MIA","LAC",31,28,FALSE,FALSE
"4542","19881016LVRKC",1988,"7",1988-10-16,"KC","LVR",17,27,FALSE,FALSE
"4543","19881016NOSEA",1988,"7",1988-10-16,"SEA","NO",19,20,FALSE,FALSE
"4544","19881016PHICLE",1988,"7",1988-10-16,"CLE","PHI",19,3,FALSE,FALSE
"4545","19881016SFLAR",1988,"7",1988-10-16,"LAR","SF",21,24,FALSE,FALSE
"4546","19881016TBIND",1988,"7",1988-10-16,"IND","TB",35,31,FALSE,FALSE
"4547","19881016TENPIT",1988,"7",1988-10-16,"PIT","TEN",14,34,FALSE,FALSE
"4548","19881017BUFNYJ",1988,"7",1988-10-17,"NYJ","BUF",14,37,FALSE,FALSE
"4549","19881023CLEARI",1988,"8",1988-10-23,"ARI","CLE",21,29,FALSE,FALSE
"4550","19881023DALPHI",1988,"8",1988-10-23,"PHI","DAL",24,23,FALSE,FALSE
"4551","19881023DENPIT",1988,"8",1988-10-23,"PIT","DEN",39,21,FALSE,FALSE
"4552","19881023DETKC",1988,"8",1988-10-23,"KC","DET",6,7,FALSE,FALSE
"4553","19881023INDLAC",1988,"8",1988-10-23,"LAC","IND",0,16,FALSE,FALSE
"4554","19881023LVRNO",1988,"8",1988-10-23,"NO","LVR",20,6,FALSE,FALSE
"4555","19881023MINTB",1988,"8",1988-10-23,"TB","MIN",20,49,FALSE,FALSE
"4556","19881023NEBUF",1988,"8",1988-10-23,"BUF","NE",23,20,FALSE,FALSE
"4557","19881023NYGATL",1988,"8",1988-10-23,"ATL","NYG",16,23,FALSE,FALSE
"4558","19881023NYJMIA",1988,"8",1988-10-23,"MIA","NYJ",30,44,FALSE,FALSE
"4559","19881023SEALAR",1988,"8",1988-10-23,"LAR","SEA",31,10,FALSE,FALSE
"4560","19881023TENCIN",1988,"8",1988-10-23,"CIN","TEN",44,21,FALSE,FALSE
"4561","19881023WASGB",1988,"8",1988-10-23,"GB","WAS",17,20,FALSE,FALSE
"4562","19881024SFCHI",1988,"8",1988-10-24,"CHI","SF",10,9,FALSE,FALSE
"4563","19881030ARIDAL",1988,"9",1988-10-30,"DAL","ARI",10,16,FALSE,FALSE
"4564","19881030ATLPHI",1988,"9",1988-10-30,"PHI","ATL",24,27,FALSE,FALSE
"4565","19881030CHINE",1988,"9",1988-10-30,"NE","CHI",30,7,FALSE,FALSE
"4566","19881030CINCLE",1988,"9",1988-10-30,"CLE","CIN",23,16,FALSE,FALSE
"4567","19881030GBBUF",1988,"9",1988-10-30,"BUF","GB",28,0,FALSE,FALSE
"4568","19881030KCLVR",1988,"9",1988-10-30,"LVR","KC",17,10,FALSE,FALSE
"4569","19881030LACSEA",1988,"9",1988-10-30,"SEA","LAC",17,14,FALSE,FALSE
"4570","19881030LARNO",1988,"9",1988-10-30,"NO","LAR",10,12,FALSE,FALSE
"4571","19881030MIATB",1988,"9",1988-10-30,"TB","MIA",14,17,FALSE,FALSE
"4572","19881030MINSF",1988,"9",1988-10-30,"SF","MIN",24,21,FALSE,FALSE
"4573","19881030NYGDET",1988,"9",1988-10-30,"DET","NYG",10,13,FALSE,FALSE
"4574","19881030PITNYJ",1988,"9",1988-10-30,"NYJ","PIT",24,20,FALSE,FALSE
"4575","19881030WASTEN",1988,"9",1988-10-30,"TEN","WAS",41,17,FALSE,FALSE
"4576","19881031DENIND",1988,"9",1988-10-31,"IND","DEN",55,23,FALSE,FALSE
"4577","19881106BUFSEA",1988,"10",1988-11-06,"SEA","BUF",3,13,FALSE,FALSE
"4578","19881106DALNYG",1988,"10",1988-11-06,"NYG","DAL",29,21,FALSE,FALSE
"4579","19881106DETMIN",1988,"10",1988-11-06,"MIN","DET",44,17,FALSE,FALSE
"4580","19881106GBATL",1988,"10",1988-11-06,"ATL","GB",20,0,FALSE,FALSE
"4581","19881106KCDEN",1988,"10",1988-11-06,"DEN","KC",17,11,FALSE,FALSE
"4582","19881106LARPHI",1988,"10",1988-11-06,"PHI","LAR",30,24,FALSE,FALSE
"4583","19881106LVRLAC",1988,"10",1988-11-06,"LAC","LVR",3,13,FALSE,FALSE
"4584","19881106MIANE",1988,"10",1988-11-06,"NE","MIA",21,10,FALSE,FALSE
"4585","19881106NOWAS",1988,"10",1988-11-06,"WAS","NO",27,24,FALSE,FALSE
"4586","19881106NYJIND",1988,"10",1988-11-06,"IND","NYJ",38,14,FALSE,FALSE
"4587","19881106PITCIN",1988,"10",1988-11-06,"CIN","PIT",42,7,FALSE,FALSE
"4588","19881106SFARI",1988,"10",1988-11-06,"ARI","SF",24,23,FALSE,FALSE
"4589","19881106TBCHI",1988,"10",1988-11-06,"CHI","TB",28,10,FALSE,FALSE
"4590","19881107CLETEN",1988,"10",1988-11-07,"TEN","CLE",24,17,FALSE,FALSE
"4591","19881113CHIWAS",1988,"11",1988-11-13,"WAS","CHI",14,34,FALSE,FALSE
"4592","19881113CINKC",1988,"11",1988-11-13,"KC","CIN",31,28,FALSE,FALSE
"4593","19881113CLEDEN",1988,"11",1988-11-13,"DEN","CLE",30,7,FALSE,FALSE
"4594","19881113INDGB",1988,"11",1988-11-13,"GB","IND",13,20,FALSE,FALSE
"4595","19881113LACATL",1988,"11",1988-11-13,"ATL","LAC",7,10,FALSE,FALSE
"4596","19881113LVRSF",1988,"11",1988-11-13,"SF","LVR",3,9,FALSE,FALSE
"4597","19881113MINDAL",1988,"11",1988-11-13,"DAL","MIN",3,43,FALSE,FALSE
"4598","19881113NENYJ",1988,"11",1988-11-13,"NYJ","NE",13,14,FALSE,FALSE
"4599","19881113NOLAR",1988,"11",1988-11-13,"LAR","NO",10,14,FALSE,FALSE
"4600","19881113NYGARI",1988,"11",1988-11-13,"ARI","NYG",24,17,FALSE,FALSE
"4601","19881113PHIPIT",1988,"11",1988-11-13,"PIT","PHI",26,27,FALSE,FALSE
"4602","19881113TBDET",1988,"11",1988-11-13,"DET","TB",20,23,FALSE,FALSE
"4603","19881113TENSEA",1988,"11",1988-11-13,"SEA","TEN",27,24,FALSE,FALSE
"4604","19881114BUFMIA",1988,"11",1988-11-14,"MIA","BUF",6,31,FALSE,FALSE
"4605","19881120ARITEN",1988,"12",1988-11-20,"TEN","ARI",38,20,FALSE,FALSE
"4606","19881120ATLLVR",1988,"12",1988-11-20,"LVR","ATL",6,12,FALSE,FALSE
"4607","19881120CHITB",1988,"12",1988-11-20,"TB","CHI",15,27,FALSE,FALSE
"4608","19881120CINDAL",1988,"12",1988-11-20,"DAL","CIN",24,38,FALSE,FALSE
"4609","19881120DENNO",1988,"12",1988-11-20,"NO","DEN",42,0,FALSE,FALSE
"4610","19881120DETGB",1988,"12",1988-11-20,"GB","DET",9,19,FALSE,FALSE
"4611","19881120INDMIN",1988,"12",1988-11-20,"MIN","IND",12,3,FALSE,FALSE
"4612","19881120LACLAR",1988,"12",1988-11-20,"LAR","LAC",24,38,FALSE,FALSE
"4613","19881120NEMIA",1988,"12",1988-11-20,"MIA","NE",3,6,FALSE,FALSE
"4614","19881120NYJBUF",1988,"12",1988-11-20,"BUF","NYJ",9,6,FALSE,FALSE
"4615","19881120PHINYG",1988,"12",1988-11-20,"NYG","PHI",17,23,FALSE,FALSE
"4616","19881120PITCLE",1988,"12",1988-11-20,"CLE","PIT",27,7,FALSE,FALSE
"4617","19881120SEAKC",1988,"12",1988-11-20,"KC","SEA",27,24,FALSE,FALSE
"4618","19881121WASSF",1988,"12",1988-11-21,"SF","WAS",37,21,FALSE,FALSE
"4619","19881124MINDET",1988,"13",1988-11-24,"DET","MIN",0,23,FALSE,FALSE
"4620","19881124TENDAL",1988,"13",1988-11-24,"DAL","TEN",17,25,FALSE,FALSE
"4621","19881127ARIPHI",1988,"13",1988-11-27,"PHI","ARI",31,21,FALSE,FALSE
"4622","19881127BUFCIN",1988,"13",1988-11-27,"CIN","BUF",35,21,FALSE,FALSE
"4623","19881127CLEWAS",1988,"13",1988-11-27,"WAS","CLE",13,17,FALSE,FALSE
"4624","19881127GBCHI",1988,"13",1988-11-27,"CHI","GB",16,0,FALSE,FALSE
"4625","19881127KCPIT",1988,"13",1988-11-27,"PIT","KC",16,10,FALSE,FALSE
"4626","19881127LARDEN",1988,"13",1988-11-27,"DEN","LAR",35,24,FALSE,FALSE
"4627","19881127MIANYJ",1988,"13",1988-11-27,"NYJ","MIA",38,34,FALSE,FALSE
"4628","19881127NEIND",1988,"13",1988-11-27,"IND","NE",24,21,FALSE,FALSE
"4629","19881127NYGNO",1988,"13",1988-11-27,"NO","NYG",12,13,FALSE,FALSE
"4630","19881127SFLAC",1988,"13",1988-11-27,"LAC","SF",10,48,FALSE,FALSE
"4631","19881127TBATL",1988,"13",1988-11-27,"ATL","TB",17,10,FALSE,FALSE
"4632","19881128LVRSEA",1988,"13",1988-11-28,"SEA","LVR",35,27,FALSE,FALSE
"4633","19881204ARINYG",1988,"14",1988-12-04,"NYG","ARI",44,7,FALSE,FALSE
"4634","19881204BUFTB",1988,"14",1988-12-04,"TB","BUF",10,5,FALSE,FALSE
"4635","19881204DALCLE",1988,"14",1988-12-04,"CLE","DAL",24,21,FALSE,FALSE
"4636","19881204DENLVR",1988,"14",1988-12-04,"LVR","DEN",21,20,FALSE,FALSE
"4637","19881204GBDET",1988,"14",1988-12-04,"DET","GB",30,14,FALSE,FALSE
"4638","19881204INDMIA",1988,"14",1988-12-04,"MIA","IND",28,31,FALSE,FALSE
"4639","19881204LACCIN",1988,"14",1988-12-04,"CIN","LAC",27,10,FALSE,FALSE
"4640","19881204NOMIN",1988,"14",1988-12-04,"MIN","NO",45,3,FALSE,FALSE
"4641","19881204NYJKC",1988,"14",1988-12-04,"KC","NYJ",38,34,FALSE,FALSE
"4642","19881204PITTEN",1988,"14",1988-12-04,"TEN","PIT",34,37,FALSE,FALSE
"4643","19881204SEANE",1988,"14",1988-12-04,"NE","SEA",13,7,FALSE,FALSE
"4644","19881204SFATL",1988,"14",1988-12-04,"ATL","SF",3,13,FALSE,FALSE
"4645","19881204WASPHI",1988,"14",1988-12-04,"PHI","WAS",19,20,FALSE,FALSE
"4646","19881205CHILAR",1988,"14",1988-12-05,"LAR","CHI",23,3,FALSE,FALSE
"4647","19881210INDNYJ",1988,"15",1988-12-10,"NYJ","IND",34,16,FALSE,FALSE
"4648","19881210PHIARI",1988,"15",1988-12-10,"ARI","PHI",17,23,FALSE,FALSE
"4649","19881211ATLLAR",1988,"15",1988-12-11,"LAR","ATL",22,7,FALSE,FALSE
"4650","19881211CINTEN",1988,"15",1988-12-11,"TEN","CIN",41,6,FALSE,FALSE
"4651","19881211DALWAS",1988,"15",1988-12-11,"WAS","DAL",17,24,FALSE,FALSE
"4652","19881211DENSEA",1988,"15",1988-12-11,"SEA","DEN",42,14,FALSE,FALSE
"4653","19881211DETCHI",1988,"15",1988-12-11,"CHI","DET",13,12,FALSE,FALSE
"4654","19881211KCNYG",1988,"15",1988-12-11,"NYG","KC",28,12,FALSE,FALSE
"4655","19881211LVRBUF",1988,"15",1988-12-11,"BUF","LVR",37,21,FALSE,FALSE
"4656","19881211MINGB",1988,"15",1988-12-11,"GB","MIN",18,6,FALSE,FALSE
"4657","19881211NOSF",1988,"15",1988-12-11,"SF","NO",30,17,FALSE,FALSE
"4658","19881211PITLAC",1988,"15",1988-12-11,"LAC","PIT",20,14,FALSE,FALSE
"4659","19881211TBNE",1988,"15",1988-12-11,"NE","TB",10,7,FALSE,FALSE
"4660","19881212CLEMIA",1988,"15",1988-12-12,"MIA","CLE",38,31,FALSE,FALSE
"4661","19881217NEDEN",1988,"16",1988-12-17,"DEN","NE",21,10,FALSE,FALSE
"4662","19881217WASCIN",1988,"16",1988-12-17,"CIN","WAS",20,17,FALSE,FALSE
"4663","19881218ATLNO",1988,"16",1988-12-18,"NO","ATL",10,9,FALSE,FALSE
"4664","19881218BUFIND",1988,"16",1988-12-18,"IND","BUF",17,14,FALSE,FALSE
"4665","19881218DETTB",1988,"16",1988-12-18,"TB","DET",21,10,FALSE,FALSE
"4666","19881218GBARI",1988,"16",1988-12-18,"ARI","GB",17,26,FALSE,FALSE
"4667","19881218KCLAC",1988,"16",1988-12-18,"LAC","KC",24,13,FALSE,FALSE
"4668","19881218LARSF",1988,"16",1988-12-18,"SF","LAR",16,38,FALSE,FALSE
"4669","19881218MIAPIT",1988,"16",1988-12-18,"PIT","MIA",40,24,FALSE,FALSE
"4670","19881218NYGNYJ",1988,"16",1988-12-18,"NYJ","NYG",27,21,FALSE,FALSE
"4671","19881218PHIDAL",1988,"16",1988-12-18,"DAL","PHI",7,23,FALSE,FALSE
"4672","19881218SEALVR",1988,"16",1988-12-18,"LVR","SEA",37,43,FALSE,FALSE
"4673","19881218TENCLE",1988,"16",1988-12-18,"CLE","TEN",28,23,FALSE,FALSE
"4674","19881219CHIMIN",1988,"16",1988-12-19,"MIN","CHI",28,27,FALSE,FALSE
"4675","19881224TENCLE",1988,"Wildcard",1988-12-24,"CLE","TEN",23,24,FALSE,TRUE
"4676","19881226LARMIN",1988,"Wildcard",1988-12-26,"MIN","LAR",28,17,FALSE,TRUE
"4677","19881231PHICHI",1988,"Division",1988-12-31,"CHI","PHI",20,12,FALSE,TRUE
"4678","19881231SEACIN",1988,"Division",1988-12-31,"CIN","SEA",21,13,FALSE,TRUE
"4679","19890101MINSF",1988,"Division",1989-01-01,"SF","MIN",34,9,FALSE,TRUE
"4680","19890101TENBUF",1988,"Division",1989-01-01,"BUF","TEN",17,10,FALSE,TRUE
"4681","19890108BUFCIN",1988,"Conference",1989-01-08,"CIN","BUF",21,10,FALSE,TRUE
"4682","19890108SFCHI",1988,"Conference",1989-01-08,"CHI","SF",3,28,FALSE,TRUE
"4683","19890122CINSF",1988,"Superbowl",1989-01-22,"SF","CIN",20,16,TRUE,TRUE
"4684","19890910ARIDET",1989,"1",1989-09-10,"DET","ARI",13,16,FALSE,FALSE
"4685","19890910BUFMIA",1989,"1",1989-09-10,"MIA","BUF",24,27,FALSE,FALSE
"4686","19890910CINCHI",1989,"1",1989-09-10,"CHI","CIN",17,14,FALSE,FALSE
"4687","19890910CLEPIT",1989,"1",1989-09-10,"PIT","CLE",0,51,FALSE,FALSE
"4688","19890910DALNO",1989,"1",1989-09-10,"NO","DAL",28,0,FALSE,FALSE
"4689","19890910KCDEN",1989,"1",1989-09-10,"DEN","KC",34,20,FALSE,FALSE
"4690","19890910LACLVR",1989,"1",1989-09-10,"LVR","LAC",40,14,FALSE,FALSE
"4691","19890910LARATL",1989,"1",1989-09-10,"ATL","LAR",21,31,FALSE,FALSE
"4692","19890910NENYJ",1989,"1",1989-09-10,"NYJ","NE",24,27,FALSE,FALSE
"4693","19890910SEAPHI",1989,"1",1989-09-10,"PHI","SEA",31,7,FALSE,FALSE
"4694","19890910SFIND",1989,"1",1989-09-10,"IND","SF",24,30,FALSE,FALSE
"4695","19890910TBGB",1989,"1",1989-09-10,"GB","TB",21,23,FALSE,FALSE
"4696","19890910TENMIN",1989,"1",1989-09-10,"MIN","TEN",38,7,FALSE,FALSE
"4697","19890911NYGWAS",1989,"1",1989-09-11,"WAS","NYG",24,27,FALSE,FALSE
"4698","19890917ARISEA",1989,"2",1989-09-17,"SEA","ARI",24,34,FALSE,FALSE
"4699","19890917DALATL",1989,"2",1989-09-17,"ATL","DAL",27,21,FALSE,FALSE
"4700","19890917DETNYG",1989,"2",1989-09-17,"NYG","DET",24,14,FALSE,FALSE
"4701","19890917INDLAR",1989,"2",1989-09-17,"LAR","IND",31,17,FALSE,FALSE
"4702","19890917LVRKC",1989,"2",1989-09-17,"KC","LVR",24,19,FALSE,FALSE
"4703","19890917MIANE",1989,"2",1989-09-17,"NE","MIA",10,24,FALSE,FALSE
"4704","19890917MINCHI",1989,"2",1989-09-17,"CHI","MIN",38,7,FALSE,FALSE
"4705","19890917NOGB",1989,"2",1989-09-17,"GB","NO",35,34,FALSE,FALSE
"4706","19890917NYJCLE",1989,"2",1989-09-17,"CLE","NYJ",38,24,FALSE,FALSE
"4707","19890917PHIWAS",1989,"2",1989-09-17,"WAS","PHI",37,42,FALSE,FALSE
"4708","19890917PITCIN",1989,"2",1989-09-17,"CIN","PIT",41,10,FALSE,FALSE
"4709","19890917SFTB",1989,"2",1989-09-17,"TB","SF",16,20,FALSE,FALSE
"4710","19890917TENLAC",1989,"2",1989-09-17,"LAC","TEN",27,34,FALSE,FALSE
"4711","19890918DENBUF",1989,"2",1989-09-18,"BUF","DEN",14,28,FALSE,FALSE
"4712","19890924ARINYG",1989,"3",1989-09-24,"NYG","ARI",35,7,FALSE,FALSE
"4713","19890924ATLIND",1989,"3",1989-09-24,"IND","ATL",13,9,FALSE,FALSE
"4714","19890924BUFTEN",1989,"3",1989-09-24,"TEN","BUF",41,47,FALSE,FALSE
"4715","19890924CHIDET",1989,"3",1989-09-24,"DET","CHI",27,47,FALSE,FALSE
"4716","19890924GBLAR",1989,"3",1989-09-24,"LAR","GB",41,38,FALSE,FALSE
"4717","19890924KCLAC",1989,"3",1989-09-24,"LAC","KC",21,6,FALSE,FALSE
"4718","19890924LVRDEN",1989,"3",1989-09-24,"DEN","LVR",31,21,FALSE,FALSE
"4719","19890924MINPIT",1989,"3",1989-09-24,"PIT","MIN",27,14,FALSE,FALSE
"4720","19890924NOTB",1989,"3",1989-09-24,"TB","NO",20,10,FALSE,FALSE
"4721","19890924NYJMIA",1989,"3",1989-09-24,"MIA","NYJ",33,40,FALSE,FALSE
"4722","19890924SEANE",1989,"3",1989-09-24,"NE","SEA",3,24,FALSE,FALSE
"4723","19890924SFPHI",1989,"3",1989-09-24,"PHI","SF",28,38,FALSE,FALSE
"4724","19890924WASDAL",1989,"3",1989-09-24,"DAL","WAS",7,30,FALSE,FALSE
"4725","19890925CLECIN",1989,"3",1989-09-25,"CIN","CLE",21,14,FALSE,FALSE
"4726","19891001ATLGB",1989,"4",1989-10-01,"GB","ATL",23,21,FALSE,FALSE
"4727","19891001CINKC",1989,"4",1989-10-01,"KC","CIN",17,21,FALSE,FALSE
"4728","19891001DENCLE",1989,"4",1989-10-01,"CLE","DEN",16,13,FALSE,FALSE
"4729","19891001INDNYJ",1989,"4",1989-10-01,"NYJ","IND",10,17,FALSE,FALSE
"4730","19891001LACARI",1989,"4",1989-10-01,"ARI","LAC",13,24,FALSE,FALSE
"4731","19891001LARSF",1989,"4",1989-10-01,"SF","LAR",12,13,FALSE,FALSE
"4732","19891001MIATEN",1989,"4",1989-10-01,"TEN","MIA",39,7,FALSE,FALSE
