"","game_id","schedule_season","schedule_week","schedule_date","team_favorite_id","spread_favorite","over_under_line"
"1371","19731021PHIMIN",1973,"6",1973-10-21,"",NA,NA
"1372","19731021TENCLE",1973,"6",1973-10-21,"",NA,NA
"1373","19731022LVRDEN",1973,"6",1973-10-22,"",NA,NA
"1374","19731028ATLSF",1973,"7",1973-10-28,"",NA,NA
"1375","19731028CINPIT",1973,"7",1973-10-28,"",NA,NA
"1376","19731028DALPHI",1973,"7",1973-10-28,"",NA,NA
"1377","19731028DENNYJ",1973,"7",1973-10-28,"",NA,NA
"1378","19731028GBDET",1973,"7",1973-10-28,"",NA,NA
"1379","19731028LACCLE",1973,"7",1973-10-28,"",NA,NA
"1380","19731028LARMIN",1973,"7",1973-10-28,"",NA,NA
"1381","19731028LVRIND",1973,"7",1973-10-28,"",NA,NA
"1382","19731028MIANE",1973,"7",1973-10-28,"",NA,NA
"1383","19731028NYGARI",1973,"7",1973-10-28,"",NA,NA
"1384","19731028TENCHI",1973,"7",1973-10-28,"",NA,NA
"1385","19731028WASNO",1973,"7",1973-10-28,"",NA,NA
"1386","19731029KCBUF",1973,"7",1973-10-29,"",NA,NA
"1387","19731104BUFNO",1973,"8",1973-11-04,"",NA,NA
"1388","19731104CHIGB",1973,"8",1973-11-04,"",NA,NA
"1389","19731104CINDAL",1973,"8",1973-11-04,"",NA,NA
"1390","19731104CLEMIN",1973,"8",1973-11-04,"",NA,NA
"1391","19731104DENARI",1973,"8",1973-11-04,"",NA,NA
"1392","19731104KCLAC",1973,"8",1973-11-04,"",NA,NA
"1393","19731104LARATL",1973,"8",1973-11-04,"",NA,NA
"1394","19731104MIANYJ",1973,"8",1973-11-04,"",NA,NA
"1395","19731104NEPHI",1973,"8",1973-11-04,"",NA,NA
"1396","19731104NYGLVR",1973,"8",1973-11-04,"",NA,NA
"1397","19731104SFDET",1973,"8",1973-11-04,"",NA,NA
"1398","19731104TENIND",1973,"8",1973-11-04,"",NA,NA
"1399","19731105WASPIT",1973,"8",1973-11-05,"",NA,NA
"1400","19731111ARIGB",1973,"9",1973-11-11,"",NA,NA
"1401","19731111ATLPHI",1973,"9",1973-11-11,"",NA,NA
"1402","19731111CINBUF",1973,"9",1973-11-11,"",NA,NA
"1403","19731111CLETEN",1973,"9",1973-11-11,"",NA,NA
"1404","19731111DALNYG",1973,"9",1973-11-11,"",NA,NA
"1405","19731111DETMIN",1973,"9",1973-11-11,"",NA,NA
"1406","19731111INDMIA",1973,"9",1973-11-11,"",NA,NA
"1407","19731111LACDEN",1973,"9",1973-11-11,"",NA,NA
"1408","19731111NENYJ",1973,"9",1973-11-11,"",NA,NA
"1409","19731111NOLAR",1973,"9",1973-11-11,"",NA,NA
"1410","19731111PITLVR",1973,"9",1973-11-11,"",NA,NA
"1411","19731111SFWAS",1973,"9",1973-11-11,"",NA,NA
"1412","19731112CHIKC",1973,"9",1973-11-12,"",NA,NA
"1413","19731118ARINYG",1973,"10",1973-11-18,"",NA,NA
"1414","19731118CLELVR",1973,"10",1973-11-18,"",NA,NA
"1415","19731118DENPIT",1973,"10",1973-11-18,"",NA,NA
"1416","19731118DETCHI",1973,"10",1973-11-18,"",NA,NA
"1417","19731118GBNE",1973,"10",1973-11-18,"",NA,NA
"1418","19731118INDWAS",1973,"10",1973-11-18,"",NA,NA
"1419","19731118MIABUF",1973,"10",1973-11-18,"",NA,NA
"1420","19731118NOLAC",1973,"10",1973-11-18,"",NA,NA
"1421","19731118NYJCIN",1973,"10",1973-11-18,"",NA,NA
"1422","19731118PHIDAL",1973,"10",1973-11-18,"",NA,NA
"1423","19731118SFLAR",1973,"10",1973-11-18,"",NA,NA
"1424","19731118TENKC",1973,"10",1973-11-18,"",NA,NA
"1425","19731119MINATL",1973,"10",1973-11-19,"",NA,NA
"1426","19731122MIADAL",1973,"11",1973-11-22,"",NA,NA
"1427","19731122WASDET",1973,"11",1973-11-22,"",NA,NA
"1428","19731125ARICIN",1973,"11",1973-11-25,"",NA,NA
"1429","19731125ATLNYJ",1973,"11",1973-11-25,"",NA,NA
"1430","19731125BUFIND",1973,"11",1973-11-25,"",NA,NA
"1431","19731125CHIMIN",1973,"11",1973-11-25,"",NA,NA
"1432","19731125KCDEN",1973,"11",1973-11-25,"",NA,NA
"1433","19731125LACLVR",1973,"11",1973-11-25,"",NA,NA
"1434","19731125LARNO",1973,"11",1973-11-25,"",NA,NA
"1435","19731125NETEN",1973,"11",1973-11-25,"",NA,NA
"1436","19731125NYGPHI",1973,"11",1973-11-25,"",NA,NA
"1437","19731125PITCLE",1973,"11",1973-11-25,"",NA,NA
"1438","19731126GBSF",1973,"11",1973-11-26,"",NA,NA
"1439","19731202BUFATL",1973,"12",1973-12-02,"",NA,NA
"1440","19731202CLEKC",1973,"12",1973-12-02,"",NA,NA
"1441","19731202DALDEN",1973,"12",1973-12-02,"",NA,NA
"1442","19731202DETARI",1973,"12",1973-12-02,"",NA,NA
"1443","19731202INDNYJ",1973,"12",1973-12-02,"",NA,NA
"1444","19731202LACNE",1973,"12",1973-12-02,"",NA,NA
"1445","19731202LARCHI",1973,"12",1973-12-02,"",NA,NA
"1446","19731202LVRTEN",1973,"12",1973-12-02,"",NA,NA
"1447","19731202MINCIN",1973,"12",1973-12-02,"",NA,NA
"1448","19731202NOGB",1973,"12",1973-12-02,"",NA,NA
"1449","19731202NYGWAS",1973,"12",1973-12-02,"",NA,NA
"1450","19731202PHISF",1973,"12",1973-12-02,"",NA,NA
"1451","19731203PITMIA",1973,"12",1973-12-03,"",NA,NA
"1452","19731208KCLVR",1973,"13",1973-12-08,"",NA,NA
"1453","19731208MINGB",1973,"13",1973-12-08,"",NA,NA
"1454","19731209ARIATL",1973,"13",1973-12-09,"",NA,NA
"1455","19731209CHIDET",1973,"13",1973-12-09,"",NA,NA
"1456","19731209CLECIN",1973,"13",1973-12-09,"",NA,NA
"1457","19731209DENLAC",1973,"13",1973-12-09,"",NA,NA
"1458","19731209MIAIND",1973,"13",1973-12-09,"",NA,NA
"1459","19731209NEBUF",1973,"13",1973-12-09,"",NA,NA
"1460","19731209NYJPHI",1973,"13",1973-12-09,"",NA,NA
"1461","19731209SFNO",1973,"13",1973-12-09,"",NA,NA
"1462","19731209TENPIT",1973,"13",1973-12-09,"",NA,NA
"1463","19731209WASDAL",1973,"13",1973-12-09,"",NA,NA
"1464","19731210NYGLAR",1973,"13",1973-12-10,"",NA,NA
"1465","19731215DETMIA",1973,"14",1973-12-15,"",NA,NA
"1466","19731215PITSF",1973,"14",1973-12-15,"",NA,NA
"1467","19731216BUFNYJ",1973,"14",1973-12-16,"",NA,NA
"1468","19731216CINTEN",1973,"14",1973-12-16,"",NA,NA
"1469","19731216CLELAR",1973,"14",1973-12-16,"",NA,NA
"1470","19731216DALARI",1973,"14",1973-12-16,"",NA,NA
"1471","19731216DENLVR",1973,"14",1973-12-16,"",NA,NA
"1472","19731216GBCHI",1973,"14",1973-12-16,"",NA,NA
"1473","19731216LACKC",1973,"14",1973-12-16,"",NA,NA
"1474","19731216MINNYG",1973,"14",1973-12-16,"",NA,NA
"1475","19731216NEIND",1973,"14",1973-12-16,"",NA,NA
"1476","19731216NOATL",1973,"14",1973-12-16,"",NA,NA
"1477","19731216PHIWAS",1973,"14",1973-12-16,"",NA,NA
"1478","19731222PITLVR",1973,"Division",1973-12-22,"",NA,NA
"1479","19731222WASMIN",1973,"Division",1973-12-22,"",NA,NA
"1480","19731223CINMIA",1973,"Division",1973-12-23,"",NA,NA
"1481","19731223LARDAL",1973,"Division",1973-12-23,"",NA,NA
"1482","19731230LVRMIA",1973,"Conference",1973-12-30,"",NA,NA
"1483","19731230MINDAL",1973,"Conference",1973-12-30,"",NA,NA
"1484","19740113MINMIA",1973,"Superbowl",1974-01-13,"MIA",-6.5,33
"1485","19740915CLECIN",1974,"1",1974-09-15,"",NA,NA
"1486","19740915DALATL",1974,"1",1974-09-15,"",NA,NA
"1487","19740915DETCHI",1974,"1",1974-09-15,"",NA,NA
"1488","19740915INDPIT",1974,"1",1974-09-15,"",NA,NA
"1489","19740915LACTEN",1974,"1",1974-09-15,"",NA,NA
"1490","19740915LARDEN",1974,"1",1974-09-15,"",NA,NA
"1491","19740915MIANE",1974,"1",1974-09-15,"",NA,NA
"1492","19740915MINGB",1974,"1",1974-09-15,"",NA,NA
"1493","19740915NYJKC",1974,"1",1974-09-15,"",NA,NA
"1494","19740915PHIARI",1974,"1",1974-09-15,"",NA,NA
"1495","19740915SFNO",1974,"1",1974-09-15,"",NA,NA
"1496","19740915WASNYG",1974,"1",1974-09-15,"",NA,NA
"1497","19740916LVRBUF",1974,"1",1974-09-16,"",NA,NA
"1498","19740922ARIWAS",1974,"2",1974-09-22,"",NA,NA
"1499","19740922GBIND",1974,"2",1974-09-22,"",NA,NA
"1500","19740922KCLVR",1974,"2",1974-09-22,"",NA,NA
"1501","19740922LACCIN",1974,"2",1974-09-22,"",NA,NA
"1502","19740922MIABUF",1974,"2",1974-09-22,"",NA,NA
"1503","19740922MINDET",1974,"2",1974-09-22,"",NA,NA
"1504","19740922NENYG",1974,"2",1974-09-22,"",NA,NA
"1505","19740922NOLAR",1974,"2",1974-09-22,"",NA,NA
"1506","19740922NYJCHI",1974,"2",1974-09-22,"",NA,NA
"1507","19740922PITDEN",1974,"2",1974-09-22,"",NA,NA
"1508","19740922SFATL",1974,"2",1974-09-22,"",NA,NA
"1509","19740922TENCLE",1974,"2",1974-09-22,"",NA,NA
"1510","19740923DALPHI",1974,"2",1974-09-23,"",NA,NA
"1511","19740929ATLNO",1974,"3",1974-09-29,"",NA,NA
"1512","19740929CHIMIN",1974,"3",1974-09-29,"",NA,NA
"1513","19740929CINSF",1974,"3",1974-09-29,"",NA,NA
"1514","19740929CLEARI",1974,"3",1974-09-29,"",NA,NA
"1515","19740929DETGB",1974,"3",1974-09-29,"",NA,NA
"1516","19740929INDPHI",1974,"3",1974-09-29,"",NA,NA
"1517","19740929KCTEN",1974,"3",1974-09-29,"",NA,NA
"1518","19740929LARNE",1974,"3",1974-09-29,"",NA,NA
"1519","19740929LVRPIT",1974,"3",1974-09-29,"",NA,NA
"1520","19740929MIALAC",1974,"3",1974-09-29,"",NA,NA
"1521","19740929NYGDAL",1974,"3",1974-09-29,"",NA,NA
"1522","19740929NYJBUF",1974,"3",1974-09-29,"",NA,NA
"1523","19740930DENWAS",1974,"3",1974-09-30,"",NA,NA
"1524","19741006ARISF",1974,"4",1974-10-06,"",NA,NA
"1525","19741006ATLNYG",1974,"4",1974-10-06,"",NA,NA
"1526","19741006BUFGB",1974,"4",1974-10-06,"",NA,NA
"1527","19741006DENKC",1974,"4",1974-10-06,"",NA,NA
"1528","19741006DETLAR",1974,"4",1974-10-06,"",NA,NA
"1529","19741006INDNE",1974,"4",1974-10-06,"",NA,NA
"1530","19741006LVRCLE",1974,"4",1974-10-06,"",NA,NA
"1531","19741006MINDAL",1974,"4",1974-10-06,"",NA,NA
"1532","19741006NOCHI",1974,"4",1974-10-06,"",NA,NA
"1533","19741006PHILAC",1974,"4",1974-10-06,"",NA,NA
"1534","19741006PITTEN",1974,"4",1974-10-06,"",NA,NA
"1535","19741006WASCIN",1974,"4",1974-10-06,"",NA,NA
"1536","19741007NYJMIA",1974,"4",1974-10-07,"",NA,NA
"1537","19741013BUFIND",1974,"5",1974-10-13,"",NA,NA
"1538","19741013CHIATL",1974,"5",1974-10-13,"",NA,NA
"1539","19741013CINCLE",1974,"5",1974-10-13,"",NA,NA
"1540","19741013DALARI",1974,"5",1974-10-13,"",NA,NA
"1541","19741013LARGB",1974,"5",1974-10-13,"",NA,NA
"1542","19741013LVRLAC",1974,"5",1974-10-13,"",NA,NA
"1543","19741013MIAWAS",1974,"5",1974-10-13,"",NA,NA
"1544","19741013NENYJ",1974,"5",1974-10-13,"",NA,NA
"1545","19741013NODEN",1974,"5",1974-10-13,"",NA,NA
"1546","19741013NYGPHI",1974,"5",1974-10-13,"",NA,NA
"1547","19741013PITKC",1974,"5",1974-10-13,"",NA,NA
"1548","19741013TENMIN",1974,"5",1974-10-13,"",NA,NA
"1549","19741014SFDET",1974,"5",1974-10-14,"",NA,NA
"1550","19741020ARITEN",1974,"6",1974-10-20,"",NA,NA
"1551","19741020CINLVR",1974,"6",1974-10-20,"",NA,NA
"1552","19741020CLEPIT",1974,"6",1974-10-20,"",NA,NA
"1553","19741020DETMIN",1974,"6",1974-10-20,"",NA,NA
"1554","19741020INDNYJ",1974,"6",1974-10-20,"",NA,NA
"1555","19741020KCMIA",1974,"6",1974-10-20,"",NA,NA
"1556","19741020LACDEN",1974,"6",1974-10-20,"",NA,NA
"1557","19741020NEBUF",1974,"6",1974-10-20,"",NA,NA
"1558","19741020NOATL",1974,"6",1974-10-20,"",NA,NA
"1559","19741020NYGWAS",1974,"6",1974-10-20,"",NA,NA
"1560","19741020PHIDAL",1974,"6",1974-10-20,"",NA,NA
"1561","19741020SFLAR",1974,"6",1974-10-20,"",NA,NA
"1562","19741021GBCHI",1974,"6",1974-10-21,"",NA,NA
"1563","19741027CHIBUF",1974,"7",1974-10-27,"",NA,NA
"1564","19741027DALNYG",1974,"7",1974-10-27,"",NA,NA
"1565","19741027DENCLE",1974,"7",1974-10-27,"",NA,NA
"1566","19741027GBDET",1974,"7",1974-10-27,"",NA,NA
"1567","19741027INDMIA",1974,"7",1974-10-27,"",NA,NA
"1568","19741027KCLAC",1974,"7",1974-10-27,"",NA,NA
"1569","19741027LARNYJ",1974,"7",1974-10-27,"",NA,NA
"1570","19741027LVRSF",1974,"7",1974-10-27,"",NA,NA
"1571","19741027NEMIN",1974,"7",1974-10-27,"",NA,NA
"1572","19741027PHINO",1974,"7",1974-10-27,"",NA,NA
"1573","19741027TENCIN",1974,"7",1974-10-27,"",NA,NA
"1574","19741027WASARI",1974,"7",1974-10-27,"",NA,NA
"1575","19741028ATLPIT",1974,"7",1974-10-28,"",NA,NA
"1576","19741103ARIDAL",1974,"8",1974-11-03,"",NA,NA
"1577","19741103ATLMIA",1974,"8",1974-11-03,"",NA,NA
"1578","19741103BUFNE",1974,"8",1974-11-03,"",NA,NA
"1579","19741103CININD",1974,"8",1974-11-03,"",NA,NA
"1580","19741103CLELAC",1974,"8",1974-11-03,"",NA,NA
"1581","19741103LVRDEN",1974,"8",1974-11-03,"",NA,NA
"1582","19741103MINCHI",1974,"8",1974-11-03,"",NA,NA
"1583","19741103NODET",1974,"8",1974-11-03,"",NA,NA
"1584","19741103NYGKC",1974,"8",1974-11-03,"",NA,NA
"1585","19741103PHIPIT",1974,"8",1974-11-03,"",NA,NA
"1586","19741103TENNYJ",1974,"8",1974-11-03,"",NA,NA
"1587","19741103WASGB",1974,"8",1974-11-03,"",NA,NA
"1588","19741104LARSF",1974,"8",1974-11-04,"",NA,NA
"1589","19741110ATLLAR",1974,"9",1974-11-10,"",NA,NA
"1590","19741110CHIGB",1974,"9",1974-11-10,"",NA,NA
"1591","19741110CLENE",1974,"9",1974-11-10,"",NA,NA
"1592","19741110DENIND",1974,"9",1974-11-10,"",NA,NA
"1593","19741110DETLVR",1974,"9",1974-11-10,"",NA,NA
"1594","19741110LACKC",1974,"9",1974-11-10,"",NA,NA
"1595","19741110MIANO",1974,"9",1974-11-10,"",NA,NA
"1596","19741110NYJNYG",1974,"9",1974-11-10,"",NA,NA
"1597","19741110PITCIN",1974,"9",1974-11-10,"",NA,NA
"1598","19741110SFDAL",1974,"9",1974-11-10,"",NA,NA
"1599","19741110TENBUF",1974,"9",1974-11-10,"",NA,NA
"1600","19741110WASPHI",1974,"9",1974-11-10,"",NA,NA
"1601","19741111MINARI",1974,"9",1974-11-11,"",NA,NA
"1602","19741117ARIPHI",1974,"10",1974-11-17,"",NA,NA
"1603","19741117BUFMIA",1974,"10",1974-11-17,"",NA,NA
"1604","19741117CINTEN",1974,"10",1974-11-17,"",NA,NA
"1605","19741117DALWAS",1974,"10",1974-11-17,"",NA,NA
"1606","19741117GBMIN",1974,"10",1974-11-17,"",NA,NA
"1607","19741117INDATL",1974,"10",1974-11-17,"",NA,NA
"1608","19741117LACLVR",1974,"10",1974-11-17,"",NA,NA
"1609","19741117LARNO",1974,"10",1974-11-17,"",NA,NA
"1610","19741117NYGDET",1974,"10",1974-11-17,"",NA,NA
"1611","19741117NYJNE",1974,"10",1974-11-17,"",NA,NA
"1612","19741117PITCLE",1974,"10",1974-11-17,"",NA,NA
"1613","19741117SFCHI",1974,"10",1974-11-17,"",NA,NA
"1614","19741118KCDEN",1974,"10",1974-11-18,"",NA,NA
"1615","19741124ARINYG",1974,"11",1974-11-24,"",NA,NA
"1616","19741124ATLSF",1974,"11",1974-11-24,"",NA,NA
"1617","19741124BUFCLE",1974,"11",1974-11-24,"",NA,NA
"1618","19741124CHIDET",1974,"11",1974-11-24,"",NA,NA
"1619","19741124DALTEN",1974,"11",1974-11-24,"",NA,NA
"1620","19741124DENLVR",1974,"11",1974-11-24,"",NA,NA
"1621","19741124KCCIN",1974,"11",1974-11-24,"",NA,NA
"1622","19741124LACGB",1974,"11",1974-11-24,"",NA,NA
"1623","19741124MIANYJ",1974,"11",1974-11-24,"",NA,NA
"1624","19741124MINLAR",1974,"11",1974-11-24,"",NA,NA
"1625","19741124NEIND",1974,"11",1974-11-24,"",NA,NA
"1626","19741124PHIWAS",1974,"11",1974-11-24,"",NA,NA
"1627","19741125PITNO",1974,"11",1974-11-25,"",NA,NA
"1628","19741128DENDET",1974,"12",1974-11-28,"",NA,NA
"1629","19741128WASDAL",1974,"12",1974-11-28,"",NA,NA
"1630","19741201GBPHI",1974,"12",1974-12-01,"",NA,NA
"1631","19741201INDBUF",1974,"12",1974-12-01,"",NA,NA
"1632","19741201KCARI",1974,"12",1974-12-01,"",NA,NA
"1633","19741201LACNYJ",1974,"12",1974-12-01,"",NA,NA
"1634","19741201LARATL",1974,"12",1974-12-01,"",NA,NA
"1635","19741201NELVR",1974,"12",1974-12-01,"",NA,NA
"1636","19741201NOMIN",1974,"12",1974-12-01,"",NA,NA
"1637","19741201NYGCHI",1974,"12",1974-12-01,"",NA,NA
"1638","19741201SFCLE",1974,"12",1974-12-01,"",NA,NA
"1639","19741201TENPIT",1974,"12",1974-12-01,"",NA,NA
"1640","19741202CINMIA",1974,"12",1974-12-02,"",NA,NA
"1641","19741207ATLMIN",1974,"13",1974-12-07,"",NA,NA
"1642","19741207CLEDAL",1974,"13",1974-12-07,"",NA,NA
"1643","19741208ARINO",1974,"13",1974-12-08,"",NA,NA
"1644","19741208BUFNYJ",1974,"13",1974-12-08,"",NA,NA
"1645","19741208CHILAC",1974,"13",1974-12-08,"",NA,NA
"1646","19741208DETCIN",1974,"13",1974-12-08,"",NA,NA
"1647","19741208GBSF",1974,"13",1974-12-08,"",NA,NA
"1648","19741208LVRKC",1974,"13",1974-12-08,"",NA,NA
"1649","19741208MIAIND",1974,"13",1974-12-08,"",NA,NA
"1650","19741208PHINYG",1974,"13",1974-12-08,"",NA,NA
"1651","19741208PITNE",1974,"13",1974-12-08,"",NA,NA
"1652","19741208TENDEN",1974,"13",1974-12-08,"",NA,NA
"1653","19741209WASLAR",1974,"13",1974-12-09,"",NA,NA
"1654","19741214CINPIT",1974,"14",1974-12-14,"",NA,NA
"1655","19741214DALLVR",1974,"14",1974-12-14,"",NA,NA
"1656","19741214MINKC",1974,"14",1974-12-14,"",NA,NA
"1657","19741215BUFLAR",1974,"14",1974-12-15,"",NA,NA
"1658","19741215CHIWAS",1974,"14",1974-12-15,"",NA,NA
"1659","19741215CLETEN",1974,"14",1974-12-15,"",NA,NA
"1660","19741215DENLAC",1974,"14",1974-12-15,"",NA,NA
"1661","19741215DETPHI",1974,"14",1974-12-15,"",NA,NA
"1662","19741215GBATL",1974,"14",1974-12-15,"",NA,NA
"1663","19741215NEMIA",1974,"14",1974-12-15,"",NA,NA
"1664","19741215NOSF",1974,"14",1974-12-15,"",NA,NA
"1665","19741215NYGARI",1974,"14",1974-12-15,"",NA,NA
"1666","19741215NYJIND",1974,"14",1974-12-15,"",NA,NA
"1667","19741221ARIMIN",1974,"Division",1974-12-21,"",NA,NA
"1668","19741221MIALVR",1974,"Division",1974-12-21,"",NA,NA
"1669","19741222BUFPIT",1974,"Division",1974-12-22,"",NA,NA
"1670","19741222WASLAR",1974,"Division",1974-12-22,"",NA,NA
"1671","19741229LARMIN",1974,"Conference",1974-12-29,"",NA,NA
"1672","19741229PITLVR",1974,"Conference",1974-12-29,"",NA,NA
"1673","19750112PITMIN",1974,"Superbowl",1975-01-12,"PIT",-3,33
"1674","19750921ATLARI",1975,"1",1975-09-21,"",NA,NA
"1675","19750921CLECIN",1975,"1",1975-09-21,"",NA,NA
"1676","19750921DETGB",1975,"1",1975-09-21,"",NA,NA
"1677","19750921INDCHI",1975,"1",1975-09-21,"",NA,NA
"1678","19750921KCDEN",1975,"1",1975-09-21,"",NA,NA
"1679","19750921LARDAL",1975,"1",1975-09-21,"",NA,NA
"1680","19750921NOWAS",1975,"1",1975-09-21,"",NA,NA
"1681","19750921NYGPHI",1975,"1",1975-09-21,"",NA,NA
"1682","19750921NYJBUF",1975,"1",1975-09-21,"",NA,NA
"1683","19750921PITLAC",1975,"1",1975-09-21,"",NA,NA
"1684","19750921SFMIN",1975,"1",1975-09-21,"",NA,NA
"1685","19750921TENNE",1975,"1",1975-09-21,"",NA,NA
"1686","19750922LVRMIA",1975,"1",1975-09-22,"",NA,NA
"1687","19750928ARIDAL",1975,"2",1975-09-28,"",NA,NA
"1688","19750928BUFPIT",1975,"2",1975-09-28,"",NA,NA
"1689","19750928CINNO",1975,"2",1975-09-28,"",NA,NA
"1690","19750928DETATL",1975,"2",1975-09-28,"",NA,NA
"1691","19750928LACTEN",1975,"2",1975-09-28,"",NA,NA
"1692","19750928LARSF",1975,"2",1975-09-28,"",NA,NA
"1693","19750928LVRIND",1975,"2",1975-09-28,"",NA,NA
"1694","19750928MIANE",1975,"2",1975-09-28,"",NA,NA
"1695","19750928MINCLE",1975,"2",1975-09-28,"",NA,NA
"1696","19750928NYGWAS",1975,"2",1975-09-28,"",NA,NA
"1697","19750928NYJKC",1975,"2",1975-09-28,"",NA,NA
"1698","19750928PHICHI",1975,"2",1975-09-28,"",NA,NA
"1699","19750929GBDEN",1975,"2",1975-09-29,"",NA,NA
"1700","19751005CHIMIN",1975,"3",1975-10-05,"",NA,NA
"1701","19751005CINTEN",1975,"3",1975-10-05,"",NA,NA
"1702","19751005DENBUF",1975,"3",1975-10-05,"",NA,NA
"1703","19751005INDLAR",1975,"3",1975-10-05,"",NA,NA
"1704","19751005LVRLAC",1975,"3",1975-10-05,"",NA,NA
"1705","19751005MIAGB",1975,"3",1975-10-05,"",NA,NA
"1706","19751005NENYJ",1975,"3",1975-10-05,"",NA,NA
"1707","19751005NOATL",1975,"3",1975-10-05,"",NA,NA
"1708","19751005NYGARI",1975,"3",1975-10-05,"",NA,NA
"1709","19751005PITCLE",1975,"3",1975-10-05,"",NA,NA
"1710","19751005SFKC",1975,"3",1975-10-05,"",NA,NA
"1711","19751005WASPHI",1975,"3",1975-10-05,"",NA,NA
"1712","19751006DALDET",1975,"3",1975-10-06,"",NA,NA
"1713","19751012ATLSF",1975,"4",1975-10-12,"",NA,NA
"1714","19751012BUFIND",1975,"4",1975-10-12,"",NA,NA
"1715","19751012CHIDET",1975,"4",1975-10-12,"",NA,NA
"1716","19751012DALNYG",1975,"4",1975-10-12,"",NA,NA
"1717","19751012DENPIT",1975,"4",1975-10-12,"",NA,NA
"1718","19751012GBNO",1975,"4",1975-10-12,"",NA,NA
"1719","19751012LARLAC",1975,"4",1975-10-12,"",NA,NA
"1720","19751012LVRKC",1975,"4",1975-10-12,"",NA,NA
"1721","19751012NECIN",1975,"4",1975-10-12,"",NA,NA
"1722","19751012NYJMIN",1975,"4",1975-10-12,"",NA,NA
"1723","19751012PHIMIA",1975,"4",1975-10-12,"",NA,NA
"1724","19751012TENCLE",1975,"4",1975-10-12,"",NA,NA
"1725","19751013ARIWAS",1975,"4",1975-10-13,"",NA,NA
"1726","19751019ATLLAR",1975,"5",1975-10-19,"",NA,NA
"1727","19751019CHIPIT",1975,"5",1975-10-19,"",NA,NA
"1728","19751019CLEDEN",1975,"5",1975-10-19,"",NA,NA
"1729","19751019DETMIN",1975,"5",1975-10-19,"",NA,NA
"1730","19751019GBDAL",1975,"5",1975-10-19,"",NA,NA
"1731","19751019INDNE",1975,"5",1975-10-19,"",NA,NA
"1732","19751019KCLAC",1975,"5",1975-10-19,"",NA,NA
"1733","19751019LVRCIN",1975,"5",1975-10-19,"",NA,NA
"1734","19751019MIANYJ",1975,"5",1975-10-19,"",NA,NA
"1735","19751019NOSF",1975,"5",1975-10-19,"",NA,NA
"1736","19751019PHIARI",1975,"5",1975-10-19,"",NA,NA
"1737","19751019WASTEN",1975,"5",1975-10-19,"",NA,NA
"1738","19751020NYGBUF",1975,"5",1975-10-20,"",NA,NA
"1739","19751025ARINYG",1975,"6",1975-10-25,"",NA,NA
"1740","19751026CINATL",1975,"6",1975-10-26,"",NA,NA
"1741","19751026DALPHI",1975,"6",1975-10-26,"",NA,NA
"1742","19751026DENKC",1975,"6",1975-10-26,"",NA,NA
"1743","19751026DETTEN",1975,"6",1975-10-26,"",NA,NA
"1744","19751026INDNYJ",1975,"6",1975-10-26,"",NA,NA
"1745","19751026LACLVR",1975,"6",1975-10-26,"",NA,NA
"1746","19751026MIABUF",1975,"6",1975-10-26,"",NA,NA
"1747","19751026NOLAR",1975,"6",1975-10-26,"",NA,NA
"1748","19751026PITGB",1975,"6",1975-10-26,"",NA,NA
"1749","19751026SFNE",1975,"6",1975-10-26,"",NA,NA
"1750","19751026WASCLE",1975,"6",1975-10-26,"",NA,NA
"1751","19751027MINCHI",1975,"6",1975-10-27,"",NA,NA
"1752","19751101LACNYG",1975,"7",1975-11-01,"",NA,NA
"1753","19751102ATLNO",1975,"7",1975-11-02,"",NA,NA
"1754","19751102BUFNYJ",1975,"7",1975-11-02,"",NA,NA
"1755","19751102CLEIND",1975,"7",1975-11-02,"",NA,NA
"1756","19751102DALWAS",1975,"7",1975-11-02,"",NA,NA
"1757","19751102DETSF",1975,"7",1975-11-02,"",NA,NA
"1758","19751102LVRDEN",1975,"7",1975-11-02,"",NA,NA
"1759","19751102MIACHI",1975,"7",1975-11-02,"",NA,NA
"1760","19751102MINGB",1975,"7",1975-11-02,"",NA,NA
"1761","19751102NEARI",1975,"7",1975-11-02,"",NA,NA
"1762","19751102PITCIN",1975,"7",1975-11-02,"",NA,NA
"1763","19751102TENKC",1975,"7",1975-11-02,"",NA,NA
"1764","19751103LARPHI",1975,"7",1975-11-03,"",NA,NA
"1765","19751109ARIPHI",1975,"8",1975-11-09,"",NA,NA
"1766","19751109ATLMIN",1975,"8",1975-11-09,"",NA,NA
"1767","19751109CINDEN",1975,"8",1975-11-09,"",NA,NA
"1768","19751109CLEDET",1975,"8",1975-11-09,"",NA,NA
"1769","19751109GBCHI",1975,"8",1975-11-09,"",NA,NA
"1770","19751109INDBUF",1975,"8",1975-11-09,"",NA,NA
"1771","19751109NELAC",1975,"8",1975-11-09,"",NA,NA
"1772","19751109NOLVR",1975,"8",1975-11-09,"",NA,NA
"1773","19751109NYJMIA",1975,"8",1975-11-09,"",NA,NA
"1774","19751109SFLAR",1975,"8",1975-11-09,"",NA,NA
"1775","19751109TENPIT",1975,"8",1975-11-09,"",NA,NA
"1776","19751109WASNYG",1975,"8",1975-11-09,"",NA,NA
"1777","19751110KCDAL",1975,"8",1975-11-10,"",NA,NA
"1778","19751116CHISF",1975,"9",1975-11-16,"",NA,NA
"1779","19751116CLELVR",1975,"9",1975-11-16,"",NA,NA
