"","game_id","schedule_season","schedule_week","schedule_date","team_home_id","team_away_id","team_home_elo_pre","team_away_elo_pre"
"2687","19791202CINPIT",1979,"14",1979-12-02,"PIT","CIN",1337,935
"2688","19791202DENBUF",1979,"14",1979-12-02,"BUF","DEN",1027,1161
"2689","19791202DETPHI",1979,"14",1979-12-02,"PHI","DET",1129,731
"2690","19791202GBWAS",1979,"14",1979-12-02,"WAS","GB",1071,800
"2691","19791202INDNYJ",1979,"14",1979-12-02,"NYJ","IND",881,884
"2692","19791202MINLAR",1979,"14",1979-12-02,"LAR","MIN",1008,913
"2693","19791202NYGDAL",1979,"14",1979-12-02,"DAL","NYG",1101,1000
"2694","19791202SEAKC",1979,"14",1979-12-02,"KC","SEA",931,1126
"2695","19791202SFARI",1979,"14",1979-12-02,"ARI","SF",851,630
"2696","19791202TENCLE",1979,"14",1979-12-02,"CLE","TEN",1104,1274
"2697","19791203LVRNO",1979,"14",1979-12-03,"NO","LVR",980,1086
"2698","19791208DALPHI",1979,"15",1979-12-08,"PHI","DAL",1137,1137
"2699","19791208DENSEA",1979,"15",1979-12-08,"SEA","DEN",1051,1193
"2700","19791209BUFMIN",1979,"15",1979-12-09,"MIN","BUF",876,995
"2701","19791209CHIGB",1979,"15",1979-12-09,"GB","CHI",783,1010
"2702","19791209CINWAS",1979,"15",1979-12-09,"WAS","CIN",1088,927
"2703","19791209CLELVR",1979,"15",1979-12-09,"LVR","CLE",1121,1177
"2704","19791209KCIND",1979,"15",1979-12-09,"IND","KC",834,1006
"2705","19791209LACNO",1979,"15",1979-12-09,"NO","LAC",945,1164
"2706","19791209LARATL",1979,"15",1979-12-09,"ATL","LAR",873,1045
"2707","19791209MIADET",1979,"15",1979-12-09,"DET","MIA",723,1118
"2708","19791209NENYJ",1979,"15",1979-12-09,"NYJ","NE",931,1003
"2709","19791209NYGARI",1979,"15",1979-12-09,"ARI","NYG",873,964
"2710","19791209TBSF",1979,"15",1979-12-09,"SF","TB",608,872
"2711","19791210PITTEN",1979,"15",1979-12-10,"TEN","PIT",1201,1345
"2712","19791215GBDET",1979,"16",1979-12-15,"DET","GB",715,762
"2713","19791215NYJMIA",1979,"16",1979-12-15,"MIA","NYJ",1126,991
"2714","19791216ARICHI",1979,"16",1979-12-16,"CHI","ARI",1031,936
"2715","19791216BUFPIT",1979,"16",1979-12-16,"PIT","BUF",1276,929
"2716","19791216CLECIN",1979,"16",1979-12-16,"CIN","CLE",899,1119
"2717","19791216INDNYG",1979,"16",1979-12-16,"NYG","IND",901,807
"2718","19791216KCTB",1979,"16",1979-12-16,"TB","KC",790,1033
"2719","19791216MINNE",1979,"16",1979-12-16,"NE","MIN",943,942
"2720","19791216NOLAR",1979,"16",1979-12-16,"LAR","NO",1072,923
"2721","19791216PHITEN",1979,"16",1979-12-16,"TEN","PHI",1270,1087
"2722","19791216SEALVR",1979,"16",1979-12-16,"LVR","SEA",1179,1120
"2723","19791216SFATL",1979,"16",1979-12-16,"ATL","SF",846,690
"2724","19791216WASDAL",1979,"16",1979-12-16,"DAL","WAS",1187,1116
"2725","19791217DENLAC",1979,"16",1979-12-17,"LAC","DEN",1186,1124
"2726","19791223CHIPHI",1979,"Wildcard",1979-12-23,"PHI","CHI",1161,1068
"2727","19791223DENTEN",1979,"Wildcard",1979-12-23,"TEN","DEN",1196,1083
"2728","19791229PHITB",1979,"Division",1979-12-29,"TB","PHI",870,1198
"2729","19791229TENLAC",1979,"Division",1979-12-29,"LAC","TEN",1227,1230
"2730","19791230LARDAL",1979,"Division",1979-12-30,"DAL","LAR",1227,1002
"2731","19791230MIAPIT",1979,"Division",1979-12-30,"PIT","MIA",1287,1058
"2732","19800106LARTB",1979,"Conference",1980-01-06,"TB","LAR",958,1081
"2733","19800106TENPIT",1979,"Conference",1980-01-06,"PIT","TEN",1308,1280
"2734","19800120PITLAR",1979,"Superbowl",1980-01-20,"LAR","PIT",1114,1354
"2735","19800907ATLMIN",1980,"1",1980-09-07,"MIN","ATL",892,875
"2736","19800907CHIGB",1980,"1",1980-09-07,"GB","CHI",805,1031
"2737","19800907CLENE",1980,"1",1980-09-07,"NE","CLE",993,1041
"2738","19800907DENPHI",1980,"1",1980-09-07,"PHI","DEN",1110,1049
"2739","19800907DETLAR",1980,"1",1980-09-07,"LAR","DET",1094,672
"2740","19800907INDNYJ",1980,"1",1980-09-07,"NYJ","IND",1059,870
"2741","19800907LACSEA",1980,"1",1980-09-07,"SEA","LAC",1178,1177
"2742","19800907LVRKC",1980,"1",1980-09-07,"KC","LVR",953,1121
"2743","19800907MIABUF",1980,"1",1980-09-07,"BUF","MIA",918,1037
"2744","19800907NYGARI",1980,"1",1980-09-07,"ARI","NYG",899,838
"2745","19800907SFNO",1980,"1",1980-09-07,"NO","SF",993,661
"2746","19800907TBCIN",1980,"1",1980-09-07,"CIN","TB",977,925
"2747","19800907TENPIT",1980,"1",1980-09-07,"PIT","TEN",1374,1234
"2748","19800908DALWAS",1980,"1",1980-09-08,"WAS","DAL",1076,1148
"2749","19800911LARTB",1980,"2",1980-09-11,"TB","LAR",982,1001
"2750","19800914ARISF",1980,"2",1980-09-14,"SF","ARI",749,840
"2751","19800914ATLNE",1980,"2",1980-09-14,"NE","ATL",1050,827
"2752","19800914CINMIA",1980,"2",1980-09-14,"MIA","CIN",971,920
"2753","19800914DALDEN",1980,"2",1980-09-14,"DEN","DAL",1008,1188
"2754","19800914DETGB",1980,"2",1980-09-14,"GB","DET",884,765
"2755","19800914LVRLAC",1980,"2",1980-09-14,"LAC","LVR",1227,1149
"2756","19800914NOCHI",1980,"2",1980-09-14,"CHI","NO",952,905
"2757","19800914NYJBUF",1980,"2",1980-09-14,"BUF","NYJ",984,984
"2758","19800914PHIMIN",1980,"2",1980-09-14,"MIN","PHI",940,1151
"2759","19800914PITIND",1980,"2",1980-09-14,"IND","PIT",945,1405
"2760","19800914SEAKC",1980,"2",1980-09-14,"KC","SEA",925,1128
"2761","19800914WASNYG",1980,"2",1980-09-14,"NYG","WAS",897,1036
"2762","19800915TENCLE",1980,"2",1980-09-15,"CLE","TEN",984,1203
"2763","19800921ARIDET",1980,"3",1980-09-21,"DET","ARI",831,777
"2764","19800921BUFNO",1980,"3",1980-09-21,"NO","BUF",862,1034
"2765","19800921GBLAR",1980,"3",1980-09-21,"LAR","GB",948,818
"2766","19800921INDTEN",1980,"3",1980-09-21,"TEN","IND",1225,940
"2767","19800921KCCLE",1980,"3",1980-09-21,"CLE","KC",962,901
"2768","19800921LACDEN",1980,"3",1980-09-21,"DEN","LAC",1082,1266
"2769","19800921MIAATL",1980,"3",1980-09-21,"ATL","MIA",905,1014
"2770","19800921MINCHI",1980,"3",1980-09-21,"CHI","MIN",995,917
"2771","19800921NESEA",1980,"3",1980-09-21,"SEA","NE",1152,972
"2772","19800921PITCIN",1980,"3",1980-09-21,"CIN","PIT",877,1410
"2773","19800921SFNYJ",1980,"3",1980-09-21,"NYJ","SF",934,812
"2774","19800921TBDAL",1980,"3",1980-09-21,"DAL","TB",1114,1035
"2775","19800921WASLVR",1980,"3",1980-09-21,"LVR","WAS",1110,1067
"2776","19800922NYGPHI",1980,"3",1980-09-22,"PHI","NYG",1174,866
"2777","19800928ATLSF",1980,"4",1980-09-28,"SF","ATL",879,870
"2778","19800928CHIPIT",1980,"4",1980-09-28,"PIT","CHI",1313,934
"2779","19800928CLETB",1980,"4",1980-09-28,"TB","CLE",996,1003
"2780","19800928DALGB",1980,"4",1980-09-28,"GB","DAL",786,1153
"2781","19800928LACKC",1980,"4",1980-09-28,"KC","LAC",860,1292
"2782","19800928LARNYG",1980,"4",1980-09-28,"NYG","LAR",852,980
"2783","19800928LVRBUF",1980,"4",1980-09-28,"BUF","LVR",1061,1154
"2784","19800928MINDET",1980,"4",1980-09-28,"DET","MIN",873,978
"2785","19800928NOMIA",1980,"4",1980-09-28,"MIA","NO",1049,835
"2786","19800928NYJIND",1980,"4",1980-09-28,"IND","NYJ",924,867
"2787","19800928PHIARI",1980,"4",1980-09-28,"ARI","PHI",735,1188
"2788","19800928SEAWAS",1980,"4",1980-09-28,"WAS","SEA",1023,1078
"2789","19800928TENCIN",1980,"4",1980-09-28,"CIN","TEN",974,1241
"2790","19800929DENNE",1980,"4",1980-09-29,"NE","DEN",1046,1056
"2791","19801005ARINO",1980,"5",1980-10-05,"NO","ARI",813,830
"2792","19801005BUFLAC",1980,"5",1980-10-05,"LAC","BUF",1298,1124
"2793","19801005CINGB",1980,"5",1980-10-05,"GB","CIN",776,957
"2794","19801005DENCLE",1980,"5",1980-10-05,"CLE","DEN",1052,1005
"2795","19801005DETATL",1980,"5",1980-10-05,"ATL","DET",921,937
"2796","19801005INDMIA",1980,"5",1980-10-05,"MIA","IND",1071,966
"2797","19801005KCLVR",1980,"5",1980-10-05,"LVR","KC",1091,854
"2798","19801005NENYJ",1980,"5",1980-10-05,"NYJ","NE",825,1097
"2799","19801005NYGDAL",1980,"5",1980-10-05,"DAL","NYG",1163,819
"2800","19801005PITMIN",1980,"5",1980-10-05,"MIN","PIT",914,1322
"2801","19801005SEATEN",1980,"5",1980-10-05,"TEN","SEA",1258,1120
"2802","19801005SFLAR",1980,"5",1980-10-05,"LAR","SF",1013,828
"2803","19801005WASPHI",1980,"5",1980-10-05,"PHI","WAS",1093,981
"2804","19801006TBCHI",1980,"5",1980-10-06,"CHI","TB",925,947
"2805","19801012CHIMIN",1980,"6",1980-10-12,"MIN","CHI",907,978
"2806","19801012CINPIT",1980,"6",1980-10-12,"PIT","CIN",1329,883
"2807","19801012CLESEA",1980,"6",1980-10-12,"SEA","CLE",1189,995
"2808","19801012GBTB",1980,"6",1980-10-12,"TB","GB",894,850
"2809","19801012INDBUF",1980,"6",1980-10-12,"BUF","IND",1197,1030
"2810","19801012LACLVR",1980,"6",1980-10-12,"LVR","LAC",1011,1225
"2811","19801012LARARI",1980,"6",1980-10-12,"ARI","LAR",878,1039
"2812","19801012MIANE",1980,"6",1980-10-12,"NE","MIA",1114,1007
"2813","19801012NODET",1980,"6",1980-10-12,"DET","NO",885,765
"2814","19801012NYJATL",1980,"6",1980-10-12,"ATL","NYJ",973,808
"2815","19801012PHINYG",1980,"6",1980-10-12,"NYG","PHI",808,1128
"2816","19801012SFDAL",1980,"6",1980-10-12,"DAL","SF",1174,802
"2817","19801012TENKC",1980,"6",1980-10-12,"KC","TEN",934,1189
"2818","19801013WASDEN",1980,"6",1980-10-13,"DEN","WAS",1062,946
"2819","19801019ARIWAS",1980,"7",1980-10-19,"WAS","ARI",912,850
"2820","19801019ATLNO",1980,"7",1980-10-19,"NO","ATL",731,901
"2821","19801019BUFMIA",1980,"7",1980-10-19,"MIA","BUF",972,1125
"2822","19801019DALPHI",1980,"7",1980-10-19,"PHI","DAL",1141,1183
"2823","19801019DETCHI",1980,"7",1980-10-19,"CHI","DET",918,919
"2824","19801019GBCLE",1980,"7",1980-10-19,"CLE","GB",1070,856
"2825","19801019KCDEN",1980,"7",1980-10-19,"DEN","KC",1096,1016
"2826","19801019LARSF",1980,"7",1980-10-19,"SF","LAR",793,1067
"2827","19801019MINCIN",1980,"7",1980-10-19,"CIN","MIN",977,967
"2828","19801019NEIND",1980,"7",1980-10-19,"IND","NE",1102,1149
"2829","19801019NYGLAC",1980,"7",1980-10-19,"LAC","NYG",1147,795
"2830","19801019SEANYJ",1980,"7",1980-10-19,"NYJ","SEA",880,1114
"2831","19801019TBTEN",1980,"7",1980-10-19,"TEN","TB",1107,888
"2832","19801020LVRPIT",1980,"7",1980-10-20,"PIT","LVR",1235,1089
"2833","19801026ARIIND",1980,"8",1980-10-26,"IND","ARI",1059,809
"2834","19801026CHIPHI",1980,"8",1980-10-26,"PHI","CHI",1197,968
"2835","19801026CINTEN",1980,"8",1980-10-26,"TEN","CIN",1129,1026
"2836","19801026DENNYG",1980,"8",1980-10-26,"NYG","DEN",784,1035
"2837","19801026DETKC",1980,"8",1980-10-26,"KC","DET",1077,869
"2838","19801026LACDAL",1980,"8",1980-10-26,"DAL","LAC",1127,1158
"2839","19801026LARATL",1980,"8",1980-10-26,"ATL","LAR",928,1084
"2840","19801026MINGB",1980,"8",1980-10-26,"GB","MIN",834,918
"2841","19801026NEBUF",1980,"8",1980-10-26,"BUF","NE",1054,1192
"2842","19801026NOWAS",1980,"8",1980-10-26,"WAS","NO",953,704
"2843","19801026PITCLE",1980,"8",1980-10-26,"CLE","PIT",1092,1165
"2844","19801026SEALVR",1980,"8",1980-10-26,"LVR","SEA",1159,1134
"2845","19801026TBSF",1980,"8",1980-10-26,"SF","TB",776,866
"2846","19801027MIANYJ",1980,"8",1980-10-27,"NYJ","MIA",860,1043
"2847","19801102ATLBUF",1980,"9",1980-11-02,"BUF","ATL",1123,999
"2848","19801102DALARI",1980,"9",1980-11-02,"ARI","DAL",890,1181
"2849","19801102GBPIT",1980,"9",1980-11-02,"PIT","GB",1105,896
"2850","19801102INDKC",1980,"9",1980-11-02,"KC","IND",1100,978
"2851","19801102LACCIN",1980,"9",1980-11-02,"CIN","LAC",990,1104
"2852","19801102MIALVR",1980,"9",1980-11-02,"LVR","MIA",1205,969
"2853","19801102MINWAS",1980,"9",1980-11-02,"WAS","MIN",972,856
"2854","19801102NOLAR",1980,"9",1980-11-02,"LAR","NO",1013,685
"2855","19801102NYGTB",1980,"9",1980-11-02,"TB","NYG",904,765
"2856","19801102NYJNE",1980,"9",1980-11-02,"NE","NYJ",1123,934
"2857","19801102PHISEA",1980,"9",1980-11-02,"SEA","PHI",1088,1218
"2858","19801102SFDET",1980,"9",1980-11-02,"DET","SF",846,738
"2859","19801102TENDEN",1980,"9",1980-11-02,"DEN","TEN",1054,1165
"2860","19801103CHICLE",1980,"9",1980-11-03,"CLE","CHI",1152,947
"2861","19801109ATLARI",1980,"10",1980-11-09,"ARI","ATL",875,1066
"2862","19801109BUFNYJ",1980,"10",1980-11-09,"NYJ","BUF",909,1056
"2863","19801109CINLVR",1980,"10",1980-11-09,"LVR","CIN",1225,956
"2864","19801109CLEIND",1980,"10",1980-11-09,"IND","CLE",1045,1175
"2865","19801109DALNYG",1980,"10",1980-11-09,"NYG","DAL",734,1196
"2866","19801109DENLAC",1980,"10",1980-11-09,"LAC","DEN",1138,1019
"2867","19801109DETMIN",1980,"10",1980-11-09,"MIN","DET",922,881
"2868","19801109KCSEA",1980,"10",1980-11-09,"SEA","KC",1056,1033
"2869","19801109MIALAR",1980,"10",1980-11-09,"LAR","MIA",1025,949
"2870","19801109PHINO",1980,"10",1980-11-09,"NO","PHI",673,1250
"2871","19801109PITTB",1980,"10",1980-11-09,"TB","PIT",935,1128
"2872","19801109SFGB",1980,"10",1980-11-09,"GB","SF",873,703
"2873","19801109WASCHI",1980,"10",1980-11-09,"CHI","WAS",924,906
"2874","19801110NETEN",1980,"10",1980-11-10,"TEN","NE",1200,1148
"2875","19801116ARIDAL",1980,"11",1980-11-16,"DAL","ARI",1101,850
"2876","19801116BUFCIN",1980,"11",1980-11-16,"CIN","BUF",939,1086
"2877","19801116CLEPIT",1980,"11",1980-11-16,"PIT","CLE",1153,1207
"2878","19801116GBNYG",1980,"11",1980-11-16,"NYG","GB",829,900
"2879","19801116INDDET",1980,"11",1980-11-16,"DET","IND",837,1013
"2880","19801116KCLAC",1980,"11",1980-11-16,"LAC","KC",1072,1086
"2881","19801116LARNE",1980,"11",1980-11-16,"NE","LAR",1105,964
"2882","19801116NOATL",1980,"11",1980-11-16,"ATL","NO",1091,671
"2883","19801116NYJDEN",1980,"11",1980-11-16,"DEN","NYJ",1085,879
"2884","19801116PHIWAS",1980,"11",1980-11-16,"WAS","PHI",859,1252
"2885","19801116SFMIA",1980,"11",1980-11-16,"MIA","SF",1010,676
"2886","19801116TBMIN",1980,"11",1980-11-16,"MIN","TB",966,910
"2887","19801116TENCHI",1980,"11",1980-11-16,"CHI","TEN",971,1243
"2888","19801117LVRSEA",1980,"11",1980-11-17,"SEA","LVR",1003,1242
"2889","19801120LACMIA",1980,"12",1980-11-20,"MIA","LAC",1022,1124
"2890","19801123CHIATL",1980,"12",1980-11-23,"ATL","CHI",1098,954
"2891","19801123CINCLE",1980,"12",1980-11-23,"CLE","CIN",1149,909
"2892","19801123DETTB",1980,"12",1980-11-23,"TB","DET",868,810
"2893","19801123GBMIN",1980,"12",1980-11-23,"MIN","GB",1008,840
"2894","19801123INDNE",1980,"12",1980-11-23,"NE","IND",1036,1040
"2895","19801123KCARI",1980,"12",1980-11-23,"ARI","KC",831,1034
"2896","19801123LVRPHI",1980,"12",1980-11-23,"PHI","LVR",1260,1262
"2897","19801123NYGSF",1980,"12",1980-11-23,"SF","NYG",664,889
"2898","19801123PITBUF",1980,"12",1980-11-23,"BUF","PIT",1116,1211
"2899","19801123SEADEN",1980,"12",1980-11-23,"DEN","SEA",1108,983
"2900","19801123TENNYJ",1980,"12",1980-11-23,"NYJ","TEN",856,1260
"2901","19801123WASDAL",1980,"12",1980-11-23,"DAL","WAS",1120,851
"2902","19801124LARNO",1980,"12",1980-11-24,"NO","LAR",664,1033
"2903","19801127CHIDET",1980,"13",1980-11-27,"DET","CHI",868,923
"2904","19801127SEADAL",1980,"13",1980-11-27,"DAL","SEA",1137,950
"2905","19801130ARINYG",1980,"13",1980-11-30,"NYG","ARI",810,807
"2906","19801130BUFIND",1980,"13",1980-11-30,"IND","BUF",989,1179
"2907","19801130CINKC",1980,"13",1980-11-30,"KC","CIN",1058,889
"2908","19801130CLETEN",1980,"13",1980-11-30,"TEN","CLE",1168,1169
"2909","19801130MIAPIT",1980,"13",1980-11-30,"PIT","MIA",1148,986
"2910","19801130MINNO",1980,"13",1980-11-30,"NO","MIN",654,936
"2911","19801130NESF",1980,"13",1980-11-30,"SF","NE",743,1087
"2912","19801130NYJLAR",1980,"13",1980-11-30,"LAR","NYJ",1043,948
"2913","19801130PHILAC",1980,"13",1980-11-30,"LAC","PHI",1160,1310
"2914","19801130TBGB",1980,"13",1980-11-30,"GB","TB",912,810
"2915","19801130WASATL",1980,"13",1980-11-30,"ATL","WAS",1129,834
"2916","19801201DENLVR",1980,"13",1980-12-01,"LVR","DEN",1212,1141
"2917","19801204PITTEN",1980,"14",1980-12-04,"TEN","PIT",1118,1176
"2918","19801207ATLPHI",1980,"14",1980-12-07,"PHI","ATL",1240,1144
"2919","19801207DALLVR",1980,"14",1980-12-07,"LVR","DAL",1252,1162
"2920","19801207DENKC",1980,"14",1980-12-07,"KC","DEN",986,1101
"2921","19801207DETARI",1980,"14",1980-12-07,"ARI","DET",857,826
"2922","19801207GBCHI",1980,"14",1980-12-07,"CHI","GB",965,848
"2923","19801207INDCIN",1980,"14",1980-12-07,"CIN","IND",961,1064
"2924","19801207LACWAS",1980,"14",1980-12-07,"WAS","LAC",819,1230
"2925","19801207LARBUF",1980,"14",1980-12-07,"BUF","LAR",1104,1080
"2926","19801207MINTB",1980,"14",1980-12-07,"TB","MIN",874,952
"2927","19801207NOSF",1980,"14",1980-12-07,"SF","NO",832,638
"2928","19801207NYGSEA",1980,"14",1980-12-07,"SEA","NYG",925,760
"2929","19801207NYJCLE",1980,"14",1980-12-07,"CLE","NYJ",1219,911
"2930","19801208NEMIA",1980,"14",1980-12-08,"MIA","NE",958,998
"2931","19801213NYGWAS",1980,"15",1980-12-13,"WAS","NYG",912,832
"2932","19801213SEALAC",1980,"15",1980-12-13,"LAC","SEA",1137,853
"2933","19801214ARIPHI",1980,"15",1980-12-14,"PHI","ARI",1177,903
"2934","19801214BUFNE",1980,"15",1980-12-14,"NE","BUF",942,1151
"2935","19801214CINCHI",1980,"15",1980-12-14,"CHI","CIN",999,1025
"2936","19801214CLEMIN",1980,"15",1980-12-14,"MIN","CLE",991,1233
"2937","19801214KCPIT",1980,"15",1980-12-14,"PIT","KC",1118,1052
"2938","19801214LVRDEN",1980,"15",1980-12-14,"DEN","LVR",1035,1190
"2939","19801214MIAIND",1980,"15",1980-12-14,"IND","MIA",1000,1014
"2940","19801214NONYJ",1980,"15",1980-12-14,"NYJ","NO",897,613
"2941","19801214SFATL",1980,"15",1980-12-14,"ATL","SF",1207,857
"2942","19801214TBDET",1980,"15",1980-12-14,"DET","TB",780,835
"2943","19801214TENGB",1980,"15",1980-12-14,"GB","TEN",814,1176
"2944","19801215DALLAR",1980,"15",1980-12-15,"LAR","DAL",1033,1224
"2945","19801220CHITB",1980,"16",1980-12-20,"TB","CHI",777,953
"2946","19801220NYJMIA",1980,"16",1980-12-20,"MIA","NYJ",1062,813
"2947","19801221ATLLAR",1980,"16",1980-12-21,"LAR","ATL",1108,1218
"2948","19801221BUFSF",1980,"16",1980-12-21,"SF","BUF",846,1074
"2949","19801221CLECIN",1980,"16",1980-12-21,"CIN","CLE",1071,1153
"2950","19801221DENSEA",1980,"16",1980-12-21,"SEA","DEN",837,1006
"2951","19801221GBDET",1980,"16",1980-12-21,"DET","GB",838,804
"2952","19801221KCIND",1980,"16",1980-12-21,"IND","KC",952,1011
"2953","19801221LVRNYG",1980,"16",1980-12-21,"NYG","LVR",793,1219
"2954","19801221MINTEN",1980,"16",1980-12-21,"TEN","MIN",1186,1071
"2955","19801221NENO",1980,"16",1980-12-21,"NO","NE",697,1019
"2956","19801221PHIDAL",1980,"16",1980-12-21,"DAL","PHI",1149,1194
"2957","19801221WASARI",1980,"16",1980-12-21,"ARI","WAS",886,951
"2958","19801222PITLAC",1980,"16",1980-12-22,"LAC","PIT",1153,1159
"2959","19801228LARDAL",1980,"Wildcard",1980-12-28,"DAL","LAR",1205,1173
"2960","19801228TENLVR",1980,"Wildcard",1980-12-28,"LVR","TEN",1226,1220
"2961","19810103BUFLAC",1980,"Division",1981-01-03,"LAC","BUF",1204,1095
"2962","19810103MINPHI",1980,"Division",1981-01-03,"PHI","MIN",1138,1037
"2963","19810104DALATL",1980,"Division",1981-01-04,"ATL","DAL",1153,1250
"2964","19810104LVRCLE",1980,"Division",1981-01-04,"CLE","LVR",1192,1275
"2965","19810111DALPHI",1980,"Conference",1981-01-11,"PHI","DAL",1174,1287
"2966","19810111LVRLAC",1980,"Conference",1981-01-11,"LAC","LVR",1239,1313
"2967","19810125PHILVR",1980,"Superbowl",1981-01-25,"LVR","PHI",1353,1240
"2968","19810905MINTB",1981,"1",1981-09-05,"TB","MIN",750,1001
"2969","19810906DALWAS",1981,"1",1981-09-06,"WAS","DAL",992,1221
"2970","19810906GBCHI",1981,"1",1981-09-06,"CHI","GB",980,759
"2971","19810906INDNE",1981,"1",1981-09-06,"NE","IND",1032,910
"2972","19810906KCPIT",1981,"1",1981-09-06,"PIT","KC",1108,1053
"2973","19810906LVRDEN",1981,"1",1981-09-06,"DEN","LVR",1034,1387
"2974","19810906MIAARI",1981,"1",1981-09-06,"ARI","MIA",845,981
"2975","19810906NOATL",1981,"1",1981-09-06,"ATL","NO",1116,684
"2976","19810906NYJBUF",1981,"1",1981-09-06,"BUF","NYJ",1060,894
"2977","19810906PHINYG",1981,"1",1981-09-06,"NYG","PHI",786,1206
"2978","19810906SEACIN",1981,"1",1981-09-06,"CIN","SEA",1032,809
"2979","19810906SFDET",1981,"1",1981-09-06,"DET","SF",883,825
"2980","19810906TENLAR",1981,"1",1981-09-06,"LAR","TEN",1128,1171
"2981","19810907LACCLE",1981,"1",1981-09-07,"CLE","LAC",1154,1199
"2982","19810910PITMIA",1981,"2",1981-09-10,"MIA","PIT",1013,1050
"2983","19810913ARIDAL",1981,"2",1981-09-13,"DAL","ARI",1242,813
"2984","19810913ATLGB",1981,"2",1981-09-13,"GB","ATL",837,1122
"2985","19810913BUFIND",1981,"2",1981-09-13,"IND","BUF",977,1088
"2986","19810913CHISF",1981,"2",1981-09-13,"SF","CHI",783,902
"2987","19810913CINNYJ",1981,"2",1981-09-13,"NYJ","CIN",866,1054
"2988","19810913DENSEA",1981,"2",1981-09-13,"SEA","DEN",787,1123
"2989","19810913DETLAC",1981,"2",1981-09-13,"LAC","DET",1243,925
"2990","19810913LARNO",1981,"2",1981-09-13,"NO","LAR",678,1084
"2991","19810913NEPHI",1981,"2",1981-09-13,"PHI","NE",1213,965
"2992","19810913NYGWAS",1981,"2",1981-09-13,"WAS","NYG",971,779
"2993","19810913TBKC",1981,"2",1981-09-13,"KC","TB",1111,831
"2994","19810913TENCLE",1981,"2",1981-09-13,"CLE","TEN",1110,1215
"2995","19810914LVRMIN",1981,"2",1981-09-14,"MIN","LVR",920,1298
"2996","19810917PHIBUF",1981,"3",1981-09-17,"BUF","PHI",1123,1232
"2997","19810920CLECIN",1981,"3",1981-09-20,"CIN","CLE",1079,1074
"2998","19810920DETMIN",1981,"3",1981-09-20,"MIN","DET",911,912
"2999","19810920GBLAR",1981,"3",1981-09-20,"LAR","GB",992,821
"3000","19810920INDDEN",1981,"3",1981-09-20,"DEN","IND",1035,942
"3001","19810920LACKC",1981,"3",1981-09-20,"KC","LAC",1127,1256
"3002","19810920MIATEN",1981,"3",1981-09-20,"TEN","MIA",1251,1068
"3003","19810920NONYG",1981,"3",1981-09-20,"NYG","NO",854,770
"3004","19810920NYJPIT",1981,"3",1981-09-20,"PIT","NYJ",995,841
"3005","19810920SEALVR",1981,"3",1981-09-20,"LVR","SEA",1307,875
"3006","19810920SFATL",1981,"3",1981-09-20,"ATL","SF",1138,849
"3007","19810920TBCHI",1981,"3",1981-09-20,"CHI","TB",836,815
"3008","19810920WASARI",1981,"3",1981-09-20,"ARI","WAS",807,896
"3009","19810921DALNE",1981,"3",1981-09-21,"NE","DAL",946,1248
"3010","19810927ARITB",1981,"4",1981-09-27,"TB","ARI",768,869
"3011","19810927ATLCLE",1981,"4",1981-09-27,"CLE","ATL",1125,1153
"3012","19810927BUFCIN",1981,"4",1981-09-27,"CIN","BUF",1028,1088
"3013","19810927KCSEA",1981,"4",1981-09-27,"SEA","KC",869,1095
"3014","19810927LACDEN",1981,"4",1981-09-27,"DEN","LAC",1072,1288
"3015","19810927LVRDET",1981,"4",1981-09-27,"DET","LVR",862,1313
"3016","19810927MIAIND",1981,"4",1981-09-27,"IND","MIA",905,1142
"3017","19810927MINGB",1981,"4",1981-09-27,"GB","MIN",794,961
"3018","19810927NEPIT",1981,"4",1981-09-27,"PIT","NE",1024,932
"3019","19810927NOSF",1981,"4",1981-09-27,"SF","NO",834,732
"3020","19810927NYGDAL",1981,"4",1981-09-27,"DAL","NYG",1262,892
"3021","19810927TENNYJ",1981,"4",1981-09-27,"NYJ","TEN",812,1177
"3022","19810927WASPHI",1981,"4",1981-09-27,"PHI","WAS",1267,834
"3023","19810928LARCHI",1981,"4",1981-09-28,"CHI","LAR",883,1019
"3024","19811004CHIMIN",1981,"5",1981-10-04,"MIN","CHI",989,851
"3025","19811004CINTEN",1981,"5",1981-10-04,"TEN","CIN",1087,1086
"3026","19811004CLELAR",1981,"5",1981-10-04,"LAR","CLE",1051,1179
"3027","19811004DALARI",1981,"5",1981-10-04,"ARI","DAL",805,1272
"3028","19811004DENLVR",1981,"5",1981-10-04,"LVR","DEN",1219,1150
"3029","19811004DETTB",1981,"5",1981-10-04,"TB","DET",832,956
"3030","19811004GBNYG",1981,"5",1981-10-04,"NYG","GB",882,766
"3031","19811004INDBUF",1981,"5",1981-10-04,"BUF","IND",1030,885
"3032","19811004KCNE",1981,"5",1981-10-04,"NE","KC",895,1116
"3033","19811004NYJMIA",1981,"5",1981-10-04,"MIA","NYJ",1162,902
"3034","19811004PITNO",1981,"5",1981-10-04,"NO","PIT",696,1061
"3035","19811004SEALAC",1981,"5",1981-10-04,"LAC","SEA",1210,848
"3036","19811004SFWAS",1981,"5",1981-10-04,"WAS","SF",828,870
"3037","19811005ATLPHI",1981,"5",1981-10-05,"PHI","ATL",1273,1099
"3038","19811011ARINYG",1981,"6",1981-10-11,"NYG","ARI",816,900
